ticker,event_date,horizon,direction,surprise_pct,stock_return,spy_return,abnormal_return,direction_correct
GOOGL,2023-07-25,3,long,7.29,9.245213864349191,0.3249607483046431,8.920253116044547,True
GOOGL,2023-07-25,5,long,7.29,8.396483493854994,0.22835079610596543,8.16813269774903,True
GOOGL,2023-07-25,10,long,7.29,8.272907337744801,-1.4689208156360771,9.741828153380878,True
GOOGL,2023-04-25,1,long,9.45,-2.0032255730254667,-0.42355025312272154,-1.5796753199027451,False
GOOGL,2023-04-25,3,long,9.45,1.4268094860344722,2.4256266528885604,-0.9988171668540883,False
GOOGL,2023-04-25,5,long,9.45,-0.4819258101857703,1.17218811363439,-1.65411392382016,False
GOOGL,2023-04-25,10,long,9.45,1.4362733159932255,1.1943437708319407,0.24192954516128495,True
META,2026-01-28,1,long,8.0,9.460342822231873,-0.19843824489697853,9.658781067128851,True
META,2026-01-28,3,long,8.0,4.730908958055746,-0.001434514543117239,4.732343472598863,True
META,2026-01-28,5,long,8.0,-0.8168970207976584,-1.3272515783840306,0.5103545575863724,True
META,2026-01-28,10,long,8.0,-0.8613744552569947,-0.4975301267855636,-0.36384432847143117,False
META,2025-10-29,1,long,8.66,-11.696582171024165,-1.0998144919191382,-10.596767679105028,False
META,2025-10-29,3,long,8.66,-15.507114898423707,-0.589180594358104,-14.917934304065602,False
META,2025-10-29,5,long,8.66,-15.740307185599505,-1.4271370443403069,-14.3131701412592,False
META,2025-10-29,10,long,8.66,-19.309701202531613,-0.5833672815324,-18.726333920999217,False
META,2025-07-30,1,long,21.82,9.229050075193612,-0.3751226526699524,9.604172727863565,True
META,2025-07-30,3,long,21.82,9.642842360271247,-0.5185610331521654,10.161403393423413,True
META,2025-07-30,5,long,21.82,9.02427503607255,-0.264786183192495,9.289061219265045,True
META,2025-07-30,10,long,21.82,10.16679378415288,1.6439192895468395,8.522874494606041,True
META,2025-04-30,1,long,23.53,6.279713011428726,0.7087027044478165,5.5710103069809085,True
META,2025-04-30,3,long,23.53,11.305724713504043,1.6175588164241794,9.688165897079864,True
META,2025-04-30,5,long,23.53,10.848807322194197,1.1919920824793686,9.656815239714831,True
META,2025-04-30,10,long,23.53,22.466563129029936,5.959904749287791,16.506658379742145,True
META,2025-01-29,1,long,18.67,1.7777698297475244,0.5367078407106525,1.241061989036872,True
META,2025-01-29,3,long,18.67,3.32741044640757,-0.6713092243001078,3.9987196707076773,True
