senator,ticker,owner,trade_date,amount,ret_3d,ret_5d,ret_10d,ret_20d
Thomas R Carper,LUBFX,Spouse,2020-07-07,8000.5,-1.2142083881051091,-1.6380810605001628,-3.479274216195405,-5.01880093888869
Thomas R Carper,SIL,Spouse,2020-07-07,8000.5,3.8150677806808586,3.870175881450577,15.02134133110813,29.191651050058763
Thomas R Carper,GBIL,Spouse,2020-07-07,8000.5,-1.1943291285438251,-1.6182018009388788,-3.5590896866749766,-5.152498369598857
Thomas R Carper,NXTG,Spouse,2020-07-07,8000.5,0.11408900667067012,0.06718403312171439,0.4598028384087627,2.33273307899009
Thomas R Carper,FIMKX,Spouse,2020-07-07,8000.5,0.5790385525725972,-0.4074246968091222,0.21849139031424603,1.7033512909610637
Thomas R Carper,FCPIX,Spouse,2020-07-07,8000.5,1.1531328630831394,0.7700726753999243,1.5638950479285763,0.15859066630599106
Ron L Wyden,STX,Spouse,2020-07-02,32500.5,-2.9127352206670176,-1.6321589469949993,-1.0749008659317827,-9.054949719196316
Ron L Wyden,AMZN,Spouse,2020-07-02,32500.5,5.336655736671392,8.998497999399735,-0.5597348337979868,4.916409797117138
Ron L Wyden,STX,Spouse,2020-07-06,75000.5,-1.760414172376601,-0.760393353069555,-1.1270860793227921,-10.511168239124103
Ron L Wyden,AMZN,Spouse,2020-07-06,32500.5,4.950359046313846,2.233162686361989,2.2800143385909966,-1.9087035556646148
Ron L Wyden,AAPL,Spouse,2020-07-06,75000.5,3.2923285362840504,2.8530006302740163,2.944374560638474,12.854535390972744
Ron L Wyden,KLAC,Spouse,2020-07-06,32500.5,0.8421399627256188,-1.2774875904764005,-2.577910785436932,-1.708713777523041
Ron L Wyden,MSFT,Spouse,2020-07-06,32500.5,2.5602164602863686,-1.0257866143129957,-1.8658963952015384,-0.9312164032194037
Ron L Wyden,NVDA,Spouse,2020-07-06,32500.5,7.649069548365817,2.8618611058933596,4.531678747858869,8.198424993285602
Ron L Wyden,AAPL,Spouse,2020-07-13,32500.5,-0.7953441095673863,0.005352959763427201,-3.360808252080316,11.695678495711292
Ron L Wyden,COST,Spouse,2020-07-13,32500.5,-0.85245913748484,-1.8993553643366967,-1.2124087613748946,-1.068605880389506
Ron L Wyden,F,Spouse,2020-07-13,8000.5,11.311496869124472,6.889942684209504,11.694792613073467,10.412420749700235
Ron L Wyden,OSK,Spouse,2020-07-13,75000.5,3.790131049414436,0.265853514831349,7.401134017373189,6.577923351293391
Ron L Wyden,AAPL,Spouse,2020-07-15,32500.5,-0.12022172324885894,-2.019672889356594,-3.7635147213186726,11.005464569491984
Ron L Wyden,AAPL,Spouse,2020-07-20,32500.5,-5.185191675920819,-3.267579365986506,9.378394527468824,12.541168153059656
Ron L Wyden,OSK,Spouse,2020-07-20,32500.5,5.403495951569315,6.909755492717629,4.161087019849163,2.018497111691331
Ron L Wyden,MSFT,Spouse,2020-07-23,175000.5,0.29753171695477976,0.36186299527662946,3.29787700318922,1.4570036997529234
Ron L Wyden,GOOG,Spouse,2020-07-27,32500.5,-0.1472386754971966,-5.366607209760554,-6.049373179447848,-2.304562326596127
Ron L Wyden,NVDA,Spouse,2020-07-27,32500.5,1.618196450064957,3.9260879410048632,3.313384243270323,15.962863023861804
Ron L Wyden,DHI,Spouse,2020-07-28,32500.5,0.7807993627324539,1.505761642162784,3.5541228433561223,10.026754619638556
Shelley M Capito,WFC,Spouse,2020-06-25,32500.5,-6.795508701878483,-9.004635531765004,-10.273582677178517,-8.457680038389615
Pat Roberts,AMZN,Spouse,2020-06-26,8000.5,3.4113897214983258,7.857768415288824,10.338160921051887,5.733468055445546
Pat Roberts,AAL,Spouse,2020-06-04,8000.5,7.916345108040734,-10.542629802053183,-1.510475606119821,-25.959960803135527
Pat Roberts,AAL,Spouse,2020-06-04,8000.5,7.916345108040734,-10.542629802053183,-1.510475606119821,-25.959960803135527
Pat Roberts,BA,Spouse,2020-06-30,8000.5,-0.30314859112268167,-4.292710338944328,-1.8434220141063662,-14.867874941517378
Pat Roberts,AAL,Spouse,2020-06-30,8000.5,-4.883947404900512,-10.799224441893962,-1.5438813063423096,-18.21259992159162
Pat Roberts,BA,Spouse,2020-06-05,8000.5,-0.8768219679290201,-3.0116845647269903,-6.036338397676877,-8.2482227582915
Ron L Wyden,AMZN,Spouse,2020-06-30,32500.5,7.991550626735133,9.146143696178587,4.688868818744174,4.522275168921276
Ron L Wyden,AAPL,Spouse,2020-06-26,32500.5,-0.5258997921852915,0.05207518567900138,3.067841861435916,-0.48007559660283583
Ron L Wyden,AMZN,Spouse,2020-06-26,32500.5,3.4113897214983258,7.857768415288824,10.338160921051887,5.733468055445546
Ron L Wyden,MSFT,Spouse,2020-06-26,32500.5,0.7738055452895853,1.6535938366758263,0.5412003371987772,-3.8917659056901366
Ron L Wyden,NFLX,Spouse,2020-06-26,32500.5,6.0369554110591315,5.703237397321436,13.586814093412315,4.061870366668431
Ron L Wyden,NVDA,Spouse,2020-06-26,32500.5,0.6067031647721155,1.8083159191416343,4.871469137991924,6.1119068219818375
Ron L Wyden,AAPL,Spouse,2020-06-24,32500.5,0.3560110088128621,-0.989706147287861,2.9900555514373206,-3.0614848975147657
Ron L Wyden,COST,Spouse,2020-06-24,32500.5,1.0762493046208688,0.14373238797316112,5.850429053075779,3.2201302573891644
Ron L Wyden,DIS,Spouse,2020-06-24,75000.5,-0.6124384592721355,-1.2757454793518974,0.8456350925200473,-0.806989915288181
Ron L Wyden,GOOG,Spouse,2020-06-24,32500.5,-2.705540877492918,-1.690630931584769,2.134391790968171,-0.35963777498007055
Ron L Wyden,MSFT,Spouse,2020-06-24,32500.5,0.1816270125694075,1.3529537884070075,4.946116873506345,-3.8297477307358774
Ron L Wyden,NVDA,Spouse,2020-06-24,32500.5,-0.5060704093673429,1.074254004298103,10.405281508814856,3.477318403084962
Ron L Wyden,PYPL,Spouse,2020-06-24,32500.5,0.08667226335170586,3.498588954702919,5.681610114393343,-2.7172943253974013
Ron L Wyden,AAPL,Spouse,2020-06-23,75000.5,0.32608773062736685,0.7105371044221043,2.7252850677387475,1.4089796424217926
Ron L Wyden,AMAT,Spouse,2020-06-23,32500.5,-0.19783043324480598,0.5414953228912611,1.848758372811865,0.8095310702644687
Ron L Wyden,AVGO,Spouse,2020-06-23,32500.5,2.595945420666179,2.5670309717028106,1.3330812259071179,-3.942972075718898
Ron L Wyden,MMM,Spouse,2020-06-23,75000.5,0.4750393091597749,0.010428541778495504,-3.3888934662802295,-4.194856357797505
Ron L Wyden,MSFT,Spouse,2020-06-23,32500.5,1.0819448881741578,1.9749595307219536,4.084819794449968,0.12742188730474613
Ron L Wyden,AMAT,Spouse,2020-06-17,32500.5,2.011764492897661,1.949565911835316,-0.6060069361234266,0.5176005980483733
