ticker,date,h,stk,spy,abn,period,price
XTIA,2023-04-10,3,1.9230769230769231,0.006687470043472577,1.9163894530334507,disc,8125.0
XTIA,2023-04-10,5,0.7169230769230769,0.010958679637307686,0.7059643972857692,disc,8125.0
XTIA,2023-04-10,10,0.24923076923076923,-0.008884151707489477,0.2581149209382587,disc,8125.0
SOPA,2022-02-17,1,-0.09508193386057036,-0.01073164807638341,-0.08435028578418695,disc,45.75
SOPA,2022-02-17,3,-0.12459018061069843,-0.013656410297136472,-0.11093377031356196,disc,45.75
SOPA,2022-02-17,5,-0.1442622617294228,0.005527010652794193,-0.149789272382217,disc,45.75
SOPA,2022-02-17,10,-0.28524588496307207,-0.03408336120511223,-0.25116252375795983,disc,45.75
HLCO,2022-01-24,1,0.0,-0.0025087953939929813,0.0025087953939929813,disc,4.0
HLCO,2022-01-24,3,0.0,0.017216403814560285,-0.017216403814560285,disc,4.0
HLCO,2022-01-24,5,0.0,0.042534607531949264,-0.042534607531949264,disc,4.0
HLCO,2022-01-24,10,0.0,0.037908258739218804,-0.037908258739218804,disc,4.0
SING,2023-12-01,1,-0.07142863879960272,-0.00019706220282799297,-0.07123157659677473,disc,9.09999942779541
SING,2023-12-01,3,-0.0002857879147658242,0.003372109169653784,-0.0036578970844196083,disc,9.09999942779541
SING,2023-12-01,5,0.0,0.01160521965586217,-0.01160521965586217,disc,9.09999942779541
SING,2023-12-01,10,-0.21428565440035313,0.20346401807225453,-0.41774967247260764,disc,9.09999942779541
CGC,2023-07-03,1,-0.07407410485513709,-0.007830661842952343,-0.06624344301218474,disc,4.590000152587891
CGC,2023-07-03,3,0.045751640776868475,-0.007830661842952343,0.05358230261982082,disc,4.590000152587891
CGC,2023-07-03,5,0.22657950485397357,0.006521752305226189,0.22005775254874738,disc,4.590000152587891
CGC,2023-07-03,10,-0.08932468640945579,0.027238072780494095,-0.11656275918994988,disc,4.590000152587891
LOWLF,2022-08-26,1,0.02199995517730713,-0.010977854044983165,0.032977809222290294,disc,2.0
LOWLF,2022-08-26,3,0.08000004291534424,-0.015423568486619806,0.09542361140196404,disc,2.0
LOWLF,2022-08-26,5,0.03750002384185791,-0.029481148879210634,0.06698117272106854,disc,2.0
LOWLF,2022-08-26,10,-0.07499998807907104,-0.023669370547956627,-0.05133061753111442,disc,2.0
TZOO,2023-01-05,1,-0.0020120226291382055,-0.0005668965891446656,-0.0014451260399935399,disc,4.96999979019165
TZOO,2023-01-05,3,0.06639847373725696,0.019171311839913246,0.04722716189734372,disc,4.96999979019165
TZOO,2023-01-05,5,0.06036221396365388,0.026850169522447224,0.03351204444120665,disc,4.96999979019165
