ticker,cluster_date,n_insiders,total_value,window_start,window_end,has_ceo,has_cfo,has_c_suite,titles_in_cluster,roles_in_cluster
BANF,2023-05-09,3,492106.0,2023-04-26,2023-05-09,False,False,False,Chairman Emeritus and Director|Executive Vice President and|Director,"Director|Director,Officer"
ALB,2023-05-10,3,1489774.2,2023-05-05,2023-05-10,True,False,True,"Chairman & CEO|EVP, General Counsel|President, Energy Storage","Director,Officer|Officer"
CFR,2023-05-10,3,722125.0,2023-05-04,2023-05-10,False,False,False,GEVP Research & Strategy|GEVP Chief Credit Officer,Director|Officer
TSN,2023-05-11,3,1051219.26,2023-05-09,2023-05-11,True,False,True,Group President Fresh Meats|Group President Poultry|President&CEO,Officer
DTM,2023-05-11,3,233545.0,2023-05-08,2023-05-11,True,False,True,President and CEO|Executive Chairman,"Director|Director,Officer"
NNBR,2023-05-11,4,411350.62,2023-04-13,2023-05-11,False,False,False,,Director|TenPercentOwner
NSPR,2023-05-12,4,684591.85,2023-05-12,2023-05-12,False,False,False,,Director
INBK,2023-05-12,3,359050.0,2023-05-10,2023-05-12,True,False,True,Chairman and CEO,"Director|Director,Officer"
KREF,2023-05-12,3,454000.0,2023-04-27,2023-05-12,True,False,True,Chief Executive Officer|President and COO,"Director|Director,Officer|Officer"
RBA,2023-05-15,3,269815.6,2023-05-15,2023-05-15,False,False,False,,Director
FARO,2023-05-15,3,504899.05,2023-05-12,2023-05-15,False,False,False,,Director
PIII,2023-05-15,3,897131.95,2023-05-12,2023-05-15,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director,Officer,TenPercentOwner|Officer|TenPercentOwner"
OUST,2023-05-16,3,918179.0,2023-05-16,2023-05-16,True,False,True,Chief Technology Officer|President and CEO,"Director|Director,Officer|Officer"
BOKF,2023-05-16,3,354554.4,2023-05-01,2023-05-16,False,True,True,"EVP, CFO|EVP - Specialized Industries",Director|Officer
SLQT,2023-05-16,5,1159000.0,2023-05-16,2023-05-16,True,False,True,CHIEF EXECUTIVE OFFICER|PRESIDENT,"Director|Director,Officer|Officer"
ADC,2023-05-17,3,1967260.75,2023-05-08,2023-05-17,True,False,True,PRESIDENT & CEO|CHIEF OPERATING OFFICER,"Director|Director,Officer|Officer"
HHC,2023-05-17,3,17880804.01,2023-04-24,2023-05-17,False,False,False,,"Director,TenPercentOwner"
PFIS,2023-05-17,3,284904.9,2023-05-15,2023-05-17,False,False,False,,Director
ADV,2023-05-18,3,498736.43,2023-05-12,2023-05-18,True,True,True,Chief Financial Officer|Chief Executive Officer,"Director|Director,Officer|Officer"
TNDM,2023-05-18,3,483981.55,2023-05-12,2023-05-18,False,True,True,EVP & CHIEF FINANCIAL OFFICER,Director|Officer
PRAA,2023-05-18,3,1122915.0,2023-05-17,2023-05-18,True,False,True,President and CEO,"Director|Director,Officer"
LAB,2023-05-18,3,5450858.92,2023-05-17,2023-05-18,False,True,True,SVP & Chief Financial Officer,"Director|Director,TenPercentOwner|Officer"
GEG,2023-05-18,3,1745431.39,2023-05-18,2023-05-18,False,False,False,,"Director,TenPercentOwner|TenPercentOwner|TenPercentOwner,Other"
ACDC,2023-05-22,3,11846864.69,2023-05-17,2023-05-22,True,False,True,Executive Chairman,"Director,Officer|TenPercentOwner"
MODG,2023-05-22,3,377110.0,2023-05-11,2023-05-22,True,True,True,"EVP, CFO|President and CEO|EVP, Global CPO","Director,Officer|Officer"
LDOS,2023-05-22,3,986303.0,2023-05-04,2023-05-22,True,False,True,"EVP, General Counsel|CEO","Director|Director,Officer|Officer"
PRLD,2023-05-23,3,10066746.78,2023-05-22,2023-05-23,True,False,True,CEO,"Director,Officer|Director,TenPercentOwner"
MODV,2023-05-23,3,14572835.37,2023-05-08,2023-05-23,True,True,True,"President, CEO, CFO","Director,Officer|Director,TenPercentOwner"
ABCB,2023-05-23,3,1169316.2,2023-05-01,2023-05-23,True,False,True,Chief Strategy Officer|CEO,"Director|Director,Officer|Officer"
UFCS,2023-05-23,3,726600.0,2023-05-11,2023-05-23,False,False,False,,Director|TenPercentOwner
BVS,2023-05-24,3,3104115.34,2023-05-19,2023-05-24,True,False,True,Interim CEO,"Director|Director,Officer"
MKL,2023-05-24,3,235358.5,2023-04-28,2023-05-24,True,False,True,Chief Executive Officer,"Director|Director,Officer"
NSTG,2023-05-26,3,461826.0,2023-05-24,2023-05-26,True,True,True,President and CEO|Chief Financial Officer,"Director|Director,Officer|Officer"
ORCC,2023-05-26,3,1128669.66,2023-05-19,2023-05-26,True,False,True,President and CEO,"Director|Director,Officer"
AUID,2023-05-26,3,150000.0,2023-05-26,2023-05-26,True,False,True,Chief Executive Officer,"Director|Director,Officer"
PRPL,2023-05-26,3,256417.5,2023-05-15,2023-05-26,True,False,True,CEO|Chief of Owned Retail,Director|Officer
SLNO,2023-05-30,3,1002150.0,2023-05-19,2023-05-30,False,False,False,,TenPercentOwner
FBK,2023-05-30,3,876354.11,2023-05-02,2023-05-30,False,False,False,,Director|TenPercentOwner
SBIG,2023-05-31,3,444517.2,2023-05-31,2023-05-31,True,False,True,Chief Executive Officer,"Director|Director,Officer,TenPercentOwner"
LYRA,2023-05-31,3,17765293.44,2023-05-31,2023-05-31,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
ZD,2023-05-31,3,765310.0,2023-05-30,2023-05-31,True,True,True,Chief Executive Officer|Chief Financial Officer|EVP/General Counsel,"Director,Officer|Officer"
FSCO,2023-06-01,4,1426880.0,2023-05-31,2023-06-01,True,False,True,Chief Executive Officer,"Director,Officer|Other"
PNNT,2023-06-01,3,645270.0,2023-05-15,2023-06-01,True,True,True,CFO and Treasurer|Chairman and CEO,"Director|Director,Officer,Other|Officer"
LFMD,2023-06-05,3,413787.22,2023-05-22,2023-06-05,True,False,True,CEO|Chief Operating Officer,Director|Officer
TLYS,2023-06-05,3,3708609.13,2023-05-22,2023-06-05,False,False,False,,TenPercentOwner
GCO,2023-06-05,3,466468.7,2023-05-30,2023-06-05,True,True,True,"Board Chair, President and CEO|Sr VP-Finance and CFO","Director|Director,Officer|Officer"
AAP,2023-06-07,3,700706.35,2023-06-07,2023-06-07,False,False,False,,Director
AMPS,2023-06-08,3,2048295.0,2023-05-19,2023-06-08,True,False,True,CO-FOUNDER CO-CEO CO-PRESIDENT,"Director,Officer,TenPercentOwner|TenPercentOwner"
ZUMZ,2023-06-09,3,1237850.1,2023-06-05,2023-06-09,True,False,True,CEO|President International,"Director|Director,Officer,TenPercentOwner|Officer"
BNKL,2023-06-09,3,606666.0,2023-06-09,2023-06-09,False,False,False,,"Director|Director,TenPercentOwner"
GME,2023-06-09,3,10337205.58,2023-06-09,2023-06-09,False,False,False,,Director|TenPercentOwner
AKYA,2023-06-12,6,12016940.0,2023-06-12,2023-06-12,False,True,True,CFO,Director|Officer
AREN,2023-06-15,3,313734.0,2023-05-16,2023-06-15,False,False,False,,TenPercentOwner
CLNN,2023-06-16,4,9200000.0,2023-06-16,2023-06-16,False,False,False,,"Director|TenPercentOwner,Other"
HHC,2023-06-20,3,22750261.71,2023-05-22,2023-06-20,False,False,False,,"Director,TenPercentOwner"
CAPIX,2023-06-22,6,17150000.04,2023-06-08,2023-06-22,False,True,True,Global CIO|Vice President|President|VP and Chief Financial Officer|Vice President,"Director,Officer|Officer"
SFBC,2023-06-22,3,540897.75,2023-06-14,2023-06-22,False,False,False,,TenPercentOwner
DMAC,2023-06-23,4,5554151.77,2023-06-23,2023-06-23,False,False,False,Chief Business Officer,Director|Officer|TenPercentOwner
MPAA,2023-06-23,3,1050000.0,2023-06-23,2023-06-23,False,False,False,,"Director|Director,TenPercentOwner"
AENT,2023-06-30,4,999600.0,2023-06-30,2023-06-30,True,False,True,Executive Chairman|Chief Executive Officer,"Director|Director,Officer,TenPercentOwner"
KGS,2023-07-03,3,576000.0,2023-07-03,2023-07-03,False,False,False,See Remarks|See Remarks,"Director|Director,Officer|Officer"
BDTX,2023-07-05,4,24231850.0,2023-06-27,2023-07-05,False,False,False,,Director|TenPercentOwner
EPSN,2023-07-06,3,1048036.0,2023-06-09,2023-07-06,True,False,True,Chief Executive Officer,"Director|Director,Officer|TenPercentOwner"
THRX,2023-07-17,3,5006585.2,2023-07-17,2023-07-17,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
SVRA,2023-07-17,10,9999990.0,2023-07-17,2023-07-17,False,False,False,,TenPercentOwner
MLKN,2023-07-18,3,399208.8,2023-07-17,2023-07-18,False,False,False,,Director
HPK,2023-07-19,8,92967525.0,2023-07-19,2023-07-19,True,True,True,Chief Executive Officer|Chief Operating Officer|President|Vice President and Controller|Chief Financial Officer,"Director|Director,Officer|Director,Officer,TenPercentOwner|Officer|TenPercentOwner"
RMCF,2023-07-20,3,235734.22,2023-07-18,2023-07-20,False,False,False,,Director|Other|TenPercentOwner
RILY,2023-07-25,3,4549985.0,2023-07-25,2023-07-25,True,False,True,"Chairman and Co-CEO|CEO B. Riley Securities, Inc.","Director|Director,Officer,TenPercentOwner|Officer"
TSBX,2023-07-25,4,15399984.0,2023-07-20,2023-07-25,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
BTTX,2023-07-27,4,1700232.05,2023-07-27,2023-07-27,True,False,True,Executive Chairman|Chief Executive Officer,"Director|Director,Officer|Director,Officer,TenPercentOwner"
SFBC,2023-07-28,3,284134.36,2023-07-20,2023-07-28,False,False,False,,TenPercentOwner
SHYF,2023-07-28,3,268805.16,2023-07-28,2023-07-28,False,False,False,,Director
ADC,2023-08-02,3,3258225.45,2023-08-02,2023-08-02,True,False,True,EXECUTIVE CHAIRMAN OF BOARD|PRESIDENT & CEO,"Director|Director,Officer"
ZBRA,2023-08-07,3,1508453.0,2023-08-03,2023-08-07,True,False,True,Executive Chair|Chief Executive Officer,"Director|Director,Officer"
SABR,2023-08-09,3,920410.89,2023-08-08,2023-08-09,True,True,True,CEO and President|EVP and Chief Legal Officer|EVP and CFO,"Director,Officer|Officer"
EMBC,2023-08-10,3,311076.5,2023-08-10,2023-08-10,True,True,True,"President and CEO|SVP, GC, Head Corp. Dev., Secy|SVP and CFO","Director,Officer|Officer"
RBA,2023-08-10,3,356557.0,2023-08-08,2023-08-10,False,False,False,,Director
EXFY,2023-08-10,3,6973704.19,2023-08-04,2023-08-10,False,False,False,,TenPercentOwner
CAPIX,2023-08-11,3,450000.03,2023-07-18,2023-08-11,False,False,False,Vice President|Vice President,Director|Officer
CROX,2023-08-11,3,1556882.65,2023-07-28,2023-08-11,False,True,True,CFO,Director|Officer
MRTX,2023-08-11,3,70298888.6,2023-08-11,2023-08-11,False,False,False,,Director|Other
XPOF,2023-08-11,3,694214.1,2023-08-11,2023-08-11,True,False,True,Chief Legal Officer|Chief Executive Officer,"Director,Officer,TenPercentOwner|Officer|TenPercentOwner"
WEST,2023-08-14,3,68873430.0,2023-08-03,2023-08-14,False,False,False,,Director|TenPercentOwner
ALTG,2023-08-14,3,386440.0,2023-08-14,2023-08-14,False,False,False,See Remarks,"Director|Director,Officer,TenPercentOwner"
QNCX,2023-08-15,3,591418.08,2023-08-08,2023-08-15,True,False,True,Chief Executive Officer|Chief Business Officer,"Director|Director,Officer|Officer"
ONEW,2023-08-15,3,488897.8,2023-08-08,2023-08-15,False,False,False,,Director|Other
PGEN,2023-08-15,3,2443715.53,2023-08-14,2023-08-15,False,False,False,,"Director|Director,TenPercentOwner"
SKIN,2023-08-16,3,688617.4,2023-08-16,2023-08-16,False,False,False,,"Director|Director,Other"
HQI,2023-08-16,3,527500.0,2023-08-15,2023-08-16,True,False,True,President and CEO,"Director|Director,Officer,TenPercentOwner|Director,TenPercentOwner"
TSHA,2023-08-16,4,16020000.0,2023-08-16,2023-08-16,True,False,True,Chief Executive Officer,"Director|Director,Officer|TenPercentOwner"
FWRD,2023-08-17,4,1481391.0,2023-08-17,2023-08-17,True,False,True,President & CEO,"Director|Director,Officer"
HASI,2023-08-18,3,421550.0,2023-08-18,2023-08-18,False,False,False,EVP AND CHIEF LEGAL OFFICER|EVP|EVP & CIO,Officer
MRCY,2023-08-18,4,4329922.15,2023-08-18,2023-08-18,True,False,True,President & CEO,"Director|Director,Officer|Director,Other"
BVS,2023-08-18,3,1766940.24,2023-08-10,2023-08-18,True,False,True,Interim CEO,"Director,Officer|Director,TenPercentOwner|TenPercentOwner"
FNKO,2023-08-22,3,3382322.85,2023-08-16,2023-08-22,False,True,True,CFO and COO,Officer|TenPercentOwner
FYBR,2023-08-22,5,16115465.3,2023-08-22,2023-08-22,False,False,False,,TenPercentOwner
HTLD,2023-08-22,3,2310188.56,2023-08-08,2023-08-22,True,False,True,Chief Executive Officer,"Director,Officer,TenPercentOwner,Other|Other|TenPercentOwner"
SOC,2023-08-22,3,94200055.0,2023-08-22,2023-08-22,True,False,True,Chairman & CEO,"Director|Director,Officer,TenPercentOwner|Director,TenPercentOwner"
SOWG,2023-08-25,4,1450000.0,2023-08-25,2023-08-25,True,True,True,Executive Chairman|CEO and Interim CFO,"Director|Director,Officer,TenPercentOwner"
ZBH,2023-08-28,4,615835.0,2023-08-23,2023-08-28,False,False,False,,Director
SCTL,2023-08-28,3,2606000.0,2023-08-23,2023-08-28,True,False,True,Chief Executive Officer,"Director,Officer|Director,TenPercentOwner|TenPercentOwner"
LYFT,2023-08-28,3,2247944.58,2023-08-11,2023-08-28,True,False,True,Chief Executive Officer,"Director|Director,Officer"
SPRY,2023-08-29,3,29450000.0,2023-08-29,2023-08-29,False,False,False,,Director
VVV,2023-08-30,3,601606.24,2023-08-28,2023-08-30,False,True,True,"Chief Financial Officer|SVP and Pres., Retail Services",Director|Officer
BHRB,2023-08-31,3,262342.5,2023-08-29,2023-08-31,False,False,False,,Director
PIII,2023-08-31,4,1269000.0,2023-08-24,2023-08-31,False,False,False,,TenPercentOwner
DOUG,2023-08-31,3,259600.0,2023-08-21,2023-08-31,True,False,True,"Chairman, President & CEO|Executive Vice President & COO","Director|Director,Officer"
ET,2023-09-01,3,39704500.0,2023-08-17,2023-09-01,True,False,True,Executive Chairman|EVP|Co-CEO,"Director,Officer|Officer"
KGS,2023-09-01,3,461704.7,2023-08-15,2023-09-01,True,False,True,President & CEO,"Director|Director,Officer"
JYNT,2023-09-05,3,9169624.45,2023-08-09,2023-09-05,False,False,False,,TenPercentOwner
AXGN,2023-09-06,3,188900.0,2023-08-16,2023-09-06,False,False,False,,Director
CAPIX,2023-09-06,3,1300000.05,2023-08-10,2023-09-06,False,False,False,Vice President|Global CIO,Director|Officer
RRGB,2023-09-06,3,2578282.72,2023-08-22,2023-09-06,True,False,True,PRESIDENT AND CEO|CHIEF TECHNOLOGY OFFICER,"Director,Officer|Officer|TenPercentOwner"
SR,2023-09-07,3,414675.0,2023-08-17,2023-09-07,False,False,False,Treasurer|Executive Vice President,Director|Officer
ASPS,2023-09-08,3,300002.4,2023-09-08,2023-09-08,True,True,True,Chief Financial Officer|Chairman and CEO,"Director|Director,Officer|Officer"
JYNT,2023-09-11,3,1302138.97,2023-08-23,2023-09-11,False,False,False,,TenPercentOwner
GATO,2023-09-11,3,395475.15,2023-09-11,2023-09-11,False,False,False,"VP, Corp Dev & Bus Improvement|SVP, Corp Dev & Tech Services|President",Officer
REFLX,2023-09-12,3,2449925.09,2023-08-16,2023-09-12,False,False,False,,Director|Other
MODV,2023-09-13,3,26661495.97,2023-09-07,2023-09-13,False,False,False,,"Director,TenPercentOwner"
RBA,2023-09-14,3,330660.0,2023-08-17,2023-09-14,True,False,True,Chief Executive Officer,Director|Officer
TSE,2023-09-14,3,359310.0,2023-09-12,2023-09-14,True,True,True,"SVP, CLO, CCO & CORP. SEC.|CEO AND PRESIDENT|EVP AND CFO","Director,Officer|Officer"
VTS,2023-09-14,3,674940.0,2023-08-21,2023-09-14,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director|Director,Officer|Officer"
SLQT,2023-09-15,3,647505.0,2023-09-15,2023-09-15,False,False,False,PRESIDENT|CHIEF OPERATING OFFICER,Director|Officer
TSNDF,2023-09-15,3,462050.0,2023-09-08,2023-09-15,False,False,False,,TenPercentOwner
GRNT,2023-09-18,5,372028.68,2023-09-15,2023-09-18,True,True,True,President and CEO|Chief Financial Officer,Director|Officer
BKSC,2023-09-18,3,473000.0,2023-08-30,2023-09-18,False,False,False,Chairman of the Board|President,"Director|Director,Officer|Director,Officer,Other"
TKNO,2023-09-19,4,16699996.25,2023-09-19,2023-09-19,True,True,True,Chief Financial Officer|President and CEO,"Director|Director,Officer|Officer|TenPercentOwner"
RYZB,2023-09-19,3,58500000.0,2023-09-19,2023-09-19,False,False,False,,Director|TenPercentOwner
NMRA,2023-09-19,5,106689285.0,2023-09-19,2023-09-19,True,False,True,President & CEO,"Director,Officer|Director,TenPercentOwner|TenPercentOwner"
CART,2023-09-21,7,123772590.0,2023-09-19,2023-09-21,False,False,False,,"Director,TenPercentOwner,Other|Other|TenPercentOwner"
STAA,2023-09-21,3,19657620.15,2023-09-05,2023-09-21,False,False,False,,Director|TenPercentOwner
DERM,2023-09-21,3,377730.88,2023-09-06,2023-09-21,True,False,True,President & CEO,"Director|Director,Officer"
MPAA,2023-09-21,3,1012500.0,2023-09-21,2023-09-21,False,False,False,,"Director,TenPercentOwner"
MEIP,2023-09-22,3,2112445.0,2023-09-20,2023-09-22,False,False,False,,TenPercentOwner
SWX,2023-09-26,3,10922588.91,2023-09-08,2023-09-26,False,False,False,,TenPercentOwner
CODA,2023-09-28,3,1104454.8,2023-09-27,2023-09-28,True,False,True,"Chairman, CEO","Director,Officer,TenPercentOwner|TenPercentOwner"
ADC,2023-09-28,3,3499450.0,2023-09-21,2023-09-28,True,False,True,PRESIDENT & CEO|CHIEF GROWTH OFFICER,"Director|Director,Officer|Officer"
STRUX,2023-09-29,3,1867569.81,2023-09-11,2023-09-29,False,False,False,Pres. & Prin. Exec. Officer,"Director|Director,Officer"
CODI,2023-10-03,3,1122550.23,2023-09-06,2023-10-03,False,False,False,,Other|TenPercentOwner
COTY,2023-10-04,3,38010945.0,2023-09-28,2023-10-04,False,False,False,,Director|TenPercentOwner
BHVN,2023-10-05,4,20902103.69,2023-10-04,2023-10-05,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director|Director,Officer|Officer"
FNKO,2023-10-06,3,4440225.57,2023-09-06,2023-10-06,False,False,False,,TenPercentOwner
SFBC,2023-10-06,3,259786.25,2023-09-14,2023-10-06,False,False,False,,TenPercentOwner
CERE,2023-10-16,4,394999948.84,2023-10-16,2023-10-16,False,False,False,,"Director|Director,TenPercentOwner|TenPercentOwner"
SRRK,2023-10-16,3,45086782.05,2023-10-12,2023-10-16,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
HHH,2023-10-17,3,52953044.69,2023-09-21,2023-10-17,False,False,False,,"Director,TenPercentOwner"
TRML,2023-10-24,3,203500.0,2023-10-24,2023-10-24,True,False,True,CEO,"Director|Director,Officer"
NTRS,2023-10-24,3,1711192.5,2023-10-23,2023-10-24,True,True,True,Chairman and CEO|EVP and General Counsel|EVP & Chief Financial Officer,"Director,Officer|Officer"
SFBC,2023-10-25,3,250707.75,2023-10-06,2023-10-25,False,False,False,,TenPercentOwner
CFFN,2023-10-27,3,258192.98,2023-10-27,2023-10-27,False,False,False,Executive Vice President,Director|Officer
LC,2023-10-31,12,623100.0,2023-10-31,2023-10-31,True,True,True,"CEO|SVP, Corporate Controller|Chief Financial Officer","Director|Director,Officer|Officer"
TEX,2023-10-31,3,437369.3,2023-10-27,2023-10-31,False,True,True,"Senior Vice President, CFO",Director|Officer
AROW,2023-11-01,3,494409.0,2023-10-27,2023-11-01,False,False,False,,Director
BALY,2023-11-03,4,530170.0,2023-11-03,2023-11-03,True,False,True,"Chief Executive Officer|President|Pres, RI Ops & Corp. Secretary","Director|Director,Officer|Officer"
MKL,2023-11-03,3,297468.72,2023-11-03,2023-11-03,True,False,True,Chief Executive Officer,"Director|Director,Officer"
TBI,2023-11-06,3,322660.0,2023-10-26,2023-11-06,True,False,True,CEO and President,"Director|Director,Officer"
B,2023-11-07,3,3862468.16,2023-10-31,2023-11-07,True,False,True,"President and CEO|SVP, Gen. Counsel & Secretary","Director|Director,Officer|Officer"
LXEO,2023-11-07,3,12499982.0,2023-11-07,2023-11-07,False,False,False,,TenPercentOwner
LUMN,2023-11-07,3,1618000.0,2023-11-02,2023-11-07,True,True,True,President & CEO|EVP and CFO,"Director|Director,Officer|Officer"
NMRA,2023-11-08,3,5287016.24,2023-11-03,2023-11-08,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
INTZ,2023-11-08,3,716655.71,2023-11-02,2023-11-08,True,False,True,Chief Executive Officer,Director|Officer|TenPercentOwner
EMR,2023-11-09,3,1186811.0,2023-11-08,2023-11-09,False,False,False,,Director
ADV,2023-11-09,3,303520.24,2023-11-09,2023-11-09,True,True,True,Chief Financial Officer|Chief Executive Officer,"Director|Director,Officer|Officer"
PETS,2023-11-09,3,451497.88,2023-11-03,2023-11-09,True,True,True,CEO & President|CFO,"Director|Director,Officer|Officer"
ET,2023-11-09,3,27090975.0,2023-11-06,2023-11-09,True,False,True,Executive Chairman|EVP & Pres. LNG|EVP,"Director,Officer|Officer"
SNCR,2023-11-10,3,372943.2,2023-11-10,2023-11-10,True,False,True,Chief Executive Officer,"Director|Director,Officer|TenPercentOwner"
TXO,2023-11-10,4,8581564.0,2023-11-10,2023-11-10,False,False,False,See Remarks|See Remarks,"Director,Officer,Other|Director,Officer,TenPercentOwner,Other|Director,Other|Director,TenPercentOwne"
MODG,2023-11-10,3,500400.0,2023-11-10,2023-11-10,True,True,True,"President and CEO|EVP, CFO","Director|Director,Officer|Officer"
EXFY,2023-11-13,3,2364912.16,2023-10-27,2023-11-13,False,False,False,,Director|TenPercentOwner
AAN,2023-11-13,4,621625.0,2023-11-10,2023-11-13,True,False,True,"VP, Corporate Controller|Chief Executive Officer|EVP, Gen Counsel/Corp Sec","Director|Director,Officer|Officer"
CTOS,2023-11-13,3,835300.0,2023-11-10,2023-11-13,False,True,True,Chief Financial Officer,Director|Officer
KLG,2023-11-13,4,1705801.55,2023-11-13,2023-11-13,True,True,True,Chief Growth Officer|Chief Financial Officer|Chief Supply Chain Officer|Chief Executive Officer,"Director,Officer|Officer"
JANX,2023-11-13,3,14965928.94,2023-11-13,2023-11-13,False,True,True,Acting Chief Financial Officer,"Director,TenPercentOwner|Officer,TenPercentOwner|TenPercentOwner"
TKO,2023-11-14,5,2849817.6,2023-11-14,2023-11-14,True,False,True,Chief Executive Officer|See Remarks,"Director|Director,Officer|Director,Officer,TenPercentOwner"
CRGX,2023-11-14,3,39999975.0,2023-11-14,2023-11-14,False,False,False,,Other|TenPercentOwner
PCT,2023-11-14,3,438094.32,2023-11-10,2023-11-14,True,False,True,Chief Executive Officer|Executive Chairman,"Director|Director,Officer"
MACK,2023-11-14,3,1509972.22,2023-11-08,2023-11-14,False,False,False,,"Director,Other|Other"
FTCI,2023-11-15,3,248924.1,2023-11-09,2023-11-15,False,True,True,Chief Operating Officer|CHIEF FINANCIAL OFFICER,Director|Officer
HAIN,2023-11-15,3,419975.0,2023-11-09,2023-11-15,True,False,True,President and CEO,"Director|Director,Officer"
RXO,2023-11-16,3,6199807.95,2023-11-09,2023-11-16,True,False,True,Chief Executive Officer,"Director,Officer|TenPercentOwner"
PRGO,2023-11-16,3,584497.2,2023-11-14,2023-11-16,True,True,True,EVP & Chief Financial Officer|CEO|EVP & Chief Scientific Officer,"Director,Officer|Officer"
ABR,2023-11-16,3,1281029.67,2023-10-30,2023-11-16,True,True,True,"COB, CEO and President|Chief Financial Officer","Director|Director,Officer|Officer"
SGN,2023-11-16,3,300000.0,2023-11-16,2023-11-16,True,False,True,CEO and Chairman,"Director|Director,Officer|TenPercentOwner"
DAR,2023-11-16,3,629569.9,2023-11-13,2023-11-16,False,False,False,EVP Chief Admin Officer|COO North America|EVP Chief Strategy Officer,Officer
COMM,2023-11-17,4,518420.97,2023-11-13,2023-11-17,True,True,True,President and CEO|EVP & CFO,"Director|Director,Officer|Officer"
DCTH,2023-11-17,4,560900.0,2023-11-16,2023-11-17,False,False,False,"Chief Medical Officer|See Remarks|SVP of Finance, PFO and PAO",Director|Officer
RILY,2023-11-17,5,1852896.4,2023-11-09,2023-11-17,True,False,True,Chairman and Co-CEO,"Director|Director,Officer,TenPercentOwner"
MDGL,2023-11-17,3,35153353.14,2023-11-13,2023-11-17,False,False,False,,Director
ATNI,2023-11-20,3,660044.0,2023-11-20,2023-11-20,True,False,True,CHAIRMAN AND CEO,"Director|Director,Officer"
SOWG,2023-11-20,3,365001.0,2023-11-20,2023-11-20,True,True,True,CEO and Interim CFO|Executive Chairman,"Director|Director,Officer,TenPercentOwner"
GEG,2023-11-21,3,811365.09,2023-11-13,2023-11-21,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
HYLN,2023-11-21,3,277795.96,2023-11-14,2023-11-21,True,False,True,Chief Executive Officer,"Director|Director,Officer,TenPercentOwner"
XRAY,2023-11-22,3,908400.0,2023-11-20,2023-11-22,True,True,True,"Executive VP & CFO|President, CEO & Member of BOD","Director|Director,Officer|Officer"
KYN,2023-11-28,5,18023388.44,2023-11-28,2023-11-28,False,False,False,Chief Operating Officer|President|Executive Vice President|Senior Vice President,"Director,Officer|Officer|Other"
CNP,2023-11-29,3,1413040.0,2023-11-09,2023-11-29,True,True,True,President & COO|CEO|EVP and CFO,"Director,Officer|Officer"
SFBC,2023-11-29,3,361751.74,2023-10-31,2023-11-29,False,False,False,,TenPercentOwner
CTRN,2023-11-30,3,8232992.5,2023-11-27,2023-11-30,False,False,False,,TenPercentOwner
GBIO,2023-12-01,3,746555.55,2023-12-01,2023-12-01,False,False,False,,Director
LAZY,2023-12-04,3,2198864.07,2023-11-07,2023-12-04,True,True,True,Chief Executive Officer|Chief Financial Officer,"Director,Officer|Director,TenPercentOwner|Officer"
ASA,2023-12-06,3,10868809.34,2023-11-09,2023-12-06,False,False,False,COO,"Director,Officer|TenPercentOwner"
RMBL,2023-12-08,3,18938089.5,2023-12-08,2023-12-08,False,False,False,,"Director,TenPercentOwner|Other|TenPercentOwner"
WVE,2023-12-11,3,26500000.0,2023-12-07,2023-12-11,False,False,False,,"Director,TenPercentOwner|TenPercentOwner"
BRCC,2023-12-11,3,1616975.0,2023-11-14,2023-12-11,False,False,False,,Director|TenPercentOwner
HG,2023-12-11,3,3305543.05,2023-11-14,2023-12-11,False,False,False,,Director|TenPercentOwner
HI,2023-12-12,3,473675.13,2023-11-30,2023-12-12,True,False,True,President & CEO,Director|Officer
CTSO,2023-12-13,3,200000.08,2023-12-13,2023-12-13,True,True,True,Chief Financial Officer|Chief Executive Officer,"Director|Director,Officer|Officer"
SCND,2023-12-13,3,1307260.0,2023-12-13,2023-12-13,False,False,False,,Director|TenPercentOwner
LQDA,2023-12-14,3,11000001.08,2023-12-14,2023-12-14,True,False,True,Chief Executive Officer,"Director|Director,Officer|Director,TenPercentOwner,Other"
HRTG,2023-12-19,3,1799978.26,2023-12-14,2023-12-19,True,False,True,Chief Executive Officer,"Director|Director,Officer|Other"
ADC,2023-12-20,3,1070680.5,2023-12-11,2023-12-20,True,False,True,PRESIDENT & CEO,"Director|Director,Officer"
NBBK,2024-01-05,3,319951.0,2023-12-28,2024-01-05,False,False,False,"EVP, Dir Spec. Bank. Ctr.",Director|Officer
ECAT,2024-01-05,3,47827961.52,2023-12-07,2024-01-05,False,False,False,,Other|TenPercentOwner
OPK,2024-01-05,3,1949508.7,2024-01-04,2024-01-05,False,False,False,Vice Chairman & CTO|Vice Chairman and President,"Director,Officer|TenPercentOwner"
KALV,2024-01-08,3,8912649.91,2023-12-27,2024-01-08,False,False,False,,TenPercentOwner
