ticker,cluster_date,n_insiders,total_value,window_start,window_end,year
LTH,2021-10-12,47,1608841854.0,2021-10-12,2021-10-12,2021
THRX,2021-10-12,12,67000000.0,2021-10-12,2021-10-12,2021
REPX,2021-10-12,3,2394941.51,2021-09-14,2021-10-12,2021
ISO,2021-10-12,11,151500000.0,2021-10-12,2021-10-12,2021
CLST,2021-10-12,9,1850000.0,2021-10-12,2021-10-12,2021
PYXS,2021-10-13,5,33800000.0,2021-10-13,2021-10-13,2021
AGRX,2021-10-13,3,14623128.0,2021-10-13,2021-10-13,2021
LCW,2021-10-13,3,23100000.0,2021-10-13,2021-10-13,2021
CGTX,2021-10-13,4,4770000.0,2021-10-13,2021-10-13,2021
GTLB,2021-10-18,21,951073200.0,2021-10-18,2021-10-18,2021
PTPI,2021-10-18,5,14291540.2,2021-10-18,2021-10-18,2021
ALTG,2021-10-18,6,2323136.64,2021-10-18,2021-10-18,2021
ETWO,2021-10-20,3,1290586.0,2021-10-18,2021-10-20,2021
CRCT,2021-10-25,5,5271523.75,2021-10-25,2021-10-25,2021
INTC,2021-10-25,5,2488697.75,2021-10-25,2021-10-25,2021
ADMA,2021-10-25,3,550000.0,2021-10-25,2021-10-25,2021
DRTT,2021-10-25,5,1930802.6,2021-10-25,2021-10-25,2021
CRNX,2021-10-25,3,71280000.0,2021-10-25,2021-10-25,2021
ENFN,2021-10-25,7,150129686.0,2021-10-25,2021-10-25,2021
VTYX,2021-10-25,10,70000000.0,2021-10-25,2021-10-25,2021
TCBI,2021-10-25,4,3928850.0,2021-10-22,2021-10-25,2021
XLO,2021-10-26,15,129000000.0,2021-10-26,2021-10-26,2021
ARIS,2021-10-26,3,1299987.0,2021-10-26,2021-10-26,2021
UTRS,2021-10-26,7,100560000.0,2021-10-26,2021-10-26,2021
SUP,2021-10-27,3,663000.0,2021-10-27,2021-10-27,2021
NRDY,2021-10-27,3,13566850.44,2021-10-27,2021-10-27,2021
TELA,2021-10-27,4,252975.36,2021-10-27,2021-10-27,2021
MEGI,2021-10-27,3,1202051.0,2021-10-27,2021-10-27,2021
PHX,2021-10-27,4,881780.46,2021-09-30,2021-10-27,2021
AUGX,2021-10-28,9,17986000.0,2021-10-28,2021-10-28,2021
TESS,2021-10-28,3,4572000.0,2021-10-28,2021-10-28,2021
XRX,2021-10-28,4,52191296.46,2021-10-27,2021-10-28,2021
RENT,2021-10-29,3,472500.0,2021-10-29,2021-10-29,2021
RNR,2021-10-29,5,4359714.7,2021-10-29,2021-10-29,2021
LSXMA,2021-11-01,3,802418839.2,2021-11-01,2021-11-01,2021
LIAN,2021-11-01,8,25680000.0,2021-11-01,2021-11-01,2021
SIMP,2021-11-02,3,41904455841924.0,2021-11-02,2021-11-02,2021
AURA,2021-11-02,6,89740000.0,2021-11-02,2021-11-02,2021
SONX,2021-11-02,3,674400.0,2021-11-02,2021-11-02,2021
TRDA,2021-11-02,23,121000000.0,2021-11-02,2021-11-02,2021
CSU,2021-11-03,3,27454950.0,2021-11-03,2021-11-03,2021
OPBK,2021-11-03,3,1033837.66,2021-11-03,2021-11-03,2021
RCOR,2021-11-04,3,4201137.99,2021-11-04,2021-11-04,2021
BBBY,2021-11-04,3,650125.0,2021-11-04,2021-11-04,2021
CMPX,2021-11-04,4,75000002.0,2021-11-04,2021-11-04,2021
BDSI,2021-11-05,3,2683698.0,2021-11-05,2021-11-05,2021
BALY,2021-11-05,4,865675.0,2021-11-05,2021-11-05,2021
CMTG,2021-11-05,6,6097509.05,2021-11-03,2021-11-05,2021
KIND,2021-11-05,9,67500000.0,2021-11-05,2021-11-05,2021
SZZLU,2021-11-08,3,21682500.0,2021-11-08,2021-11-08,2021
DSAC,2021-11-08,3,2543111.04,2021-11-08,2021-11-08,2021
--,2021-11-08,5,137552291.5,2021-11-08,2021-11-08,2021
ML,2021-11-08,4,984130.58,2021-11-08,2021-11-08,2021
MGI,2021-11-09,4,1846300.0,2021-11-09,2021-11-09,2021
SWM,2021-11-09,3,756660.48,2021-11-08,2021-11-09,2021
SKLZ,2021-11-09,3,6973602.5,2021-11-08,2021-11-09,2021
PRM,2021-11-09,8,13468970.0,2021-11-08,2021-11-09,2021
IOBT,2021-11-09,8,71999998.0,2021-11-09,2021-11-09,2021
CALA,2021-11-10,3,342000.0,2021-11-10,2021-11-10,2021
RM,2021-11-10,8,95159945.12,2021-11-10,2021-11-10,2021
NICK,2021-11-10,3,180934.56,2021-11-10,2021-11-10,2021
MCHX,2021-11-10,3,184899.0,2021-11-10,2021-11-10,2021
DNUT,2021-11-11,9,10025400.0,2021-11-11,2021-11-11,2021
TRHC,2021-11-11,3,475388.84,2021-11-09,2021-11-11,2021
XERS,2021-11-11,3,675600.0,2021-11-10,2021-11-11,2021
EHTH,2021-11-11,3,1204995.0,2021-11-11,2021-11-11,2021
VOSO,2021-11-11,5,56175350.0,2021-11-11,2021-11-11,2021
ATEC,2021-11-12,3,830925.0,2021-11-08,2021-11-12,2021
TCBX,2021-11-12,4,1050000.0,2021-11-12,2021-11-12,2021
RIVN,2021-11-15,6,14907750.0,2021-11-15,2021-11-15,2021
SLVM,2021-11-15,3,1847293.6,2021-11-11,2021-11-15,2021
BCOV,2021-11-15,3,1068440.88,2021-11-11,2021-11-15,2021
WEAV,2021-11-15,5,64200000.0,2021-11-11,2021-11-15,2021
PTON,2021-11-16,19,929514502.0,2021-11-16,2021-11-16,2021
CLR,2021-11-16,3,5747497.48,2021-11-05,2021-11-16,2021
AMTI,2021-11-16,4,999845.2,2021-11-16,2021-11-16,2021
MKTW,2021-11-17,3,776454.01,2021-11-15,2021-11-17,2021
COMM,2021-11-18,3,1324744.0,2021-11-08,2021-11-18,2021
CNTA,2021-11-18,3,452602.75,2021-11-16,2021-11-18,2021
TLIS,2021-11-18,6,1311000.0,2021-11-18,2021-11-18,2021
ORGO,2021-11-18,12,2979000.0,2021-11-18,2021-11-18,2021
BVH,2021-11-18,3,1918802.4,2021-11-08,2021-11-18,2021
VWE,2021-11-19,3,1325200.0,2021-11-18,2021-11-19,2021
LOV,2021-11-19,5,20798017.5,2021-11-19,2021-11-19,2021
DKNG,2021-11-19,3,2600270.0,2021-11-16,2021-11-19,2021
BRZE,2021-11-19,33,697125000.0,2021-11-19,2021-11-19,2021
AKYA,2021-11-19,3,881260.0,2021-11-18,2021-11-19,2021
PFSI,2021-11-19,6,109216368.3,2021-11-19,2021-11-19,2021
FINW,2021-11-19,9,866250.0,2021-11-19,2021-11-19,2021
TALO,2021-11-19,4,1417180.0,2021-11-19,2021-11-19,2021
ALOR,2021-11-22,3,27450000.0,2021-11-22,2021-11-22,2021
QRHC,2021-11-22,8,11180400.0,2021-11-22,2021-11-22,2021
GOCO,2021-11-22,3,5819400.0,2021-11-22,2021-11-22,2021
WHG,2021-11-22,3,471330.0,2021-11-01,2021-11-22,2021
BH,2021-11-22,4,16875968.0,2021-11-22,2021-11-22,2021
OFIX,2021-11-22,3,164552.0,2021-11-18,2021-11-22,2021
VCTR,2021-11-23,3,1777978.9,2021-11-22,2021-11-23,2021
TALK,2021-11-23,3,6240000.0,2021-11-23,2021-11-23,2021
CION,2021-11-23,3,395542.44,2021-11-17,2021-11-23,2021
LSYN,2021-11-24,7,5565492.0,2021-11-24,2021-11-24,2021
ORGN,2021-11-24,3,336325.0,2021-11-16,2021-11-24,2021
D,2021-11-24,3,436647.9,2021-11-10,2021-11-24,2021
FISV,2021-11-26,3,3624238.82,2021-11-01,2021-11-26,2021
KD,2021-11-29,3,1742383.5,2021-11-29,2021-11-29,2021
FXLV,2021-11-29,11,26065648.3,2021-11-29,2021-11-29,2021
PTPI,2021-11-29,5,7500000.0,2021-11-29,2021-11-29,2021
FRPT,2021-11-29,3,858036.29,2021-11-24,2021-11-29,2021
IONM,2021-11-29,3,285359.0,2021-11-29,2021-11-29,2021
NAUT,2021-11-30,4,1870980.22,2021-11-15,2021-11-30,2021
CPNG,2021-11-30,3,49722577.92,2021-11-30,2021-11-30,2021
SIX,2021-11-30,4,43992416.2,2021-11-16,2021-11-30,2021
OLMA,2021-11-30,10,69455482.5,2021-11-30,2021-11-30,2021
XM,2021-12-01,7,162769156.98,2021-11-17,2021-12-01,2021
CLF,2021-12-01,3,1413350.0,2021-11-19,2021-12-01,2021
MGPI,2021-12-01,3,1756312.94,2021-11-23,2021-12-01,2021
CHGG,2021-12-02,3,2289021.36,2021-12-01,2021-12-02,2021
WRBY,2021-12-02,3,73433776.31,2021-11-18,2021-12-02,2021
TIG,2021-12-02,3,374694.0,2021-11-12,2021-12-02,2021
YELL,2021-12-02,3,1082650.0,2021-11-08,2021-12-02,2021
LOCL,2021-12-02,3,1175115.47,2021-12-02,2021-12-02,2021
PYPL,2021-12-03,3,2703166.2,2021-11-09,2021-12-03,2021
ROCLU,2021-12-03,4,4239790.0,2021-12-03,2021-12-03,2021
ABCL,2021-12-03,3,5207690.36,2021-11-11,2021-12-03,2021
RWAY,2021-12-06,10,13504535.3,2021-12-06,2021-12-06,2021
PRGO,2021-12-06,3,1179765.0,2021-12-02,2021-12-06,2021
SNEX,2021-12-06,3,541592.28,2021-12-02,2021-12-06,2021
EVER,2021-12-06,3,5942094.84,2021-11-08,2021-12-06,2021
TWTR,2021-12-06,6,561066643.26,2021-12-06,2021-12-06,2021
APTX,2021-12-06,3,682780.0,2021-11-11,2021-12-06,2021
MCF,2021-12-06,11,10652963.75,2021-12-06,2021-12-06,2021
LMB,2021-12-07,4,1026141.96,2021-12-07,2021-12-07,2021
REFI,2021-12-07,5,25080000.0,2021-12-07,2021-12-07,2021
AZYO,2021-12-08,10,17499964.0,2021-12-08,2021-12-08,2021
LAZY,2021-12-08,5,27435315.5,2021-12-08,2021-12-08,2021
BOXD,2021-12-08,3,600000.0,2021-12-08,2021-12-08,2021
KMI,2021-12-08,3,471950.0,2021-12-08,2021-12-08,2021
XLO,2021-12-08,6,2027932.08,2021-12-08,2021-12-08,2021
KPLT,2021-12-09,5,39781420.0,2021-12-03,2021-12-09,2021
ATNF,2021-12-09,3,360125.0,2021-12-08,2021-12-09,2021
GTLB,2021-12-09,7,349952037.82,2021-12-09,2021-12-09,2021
AGLE,2021-12-09,3,846102.18,2021-12-09,2021-12-09,2021
VAXX,2021-12-10,3,546820.0,2021-11-12,2021-12-10,2021
ATUS,2021-12-10,3,1465580.0,2021-11-12,2021-12-10,2021
XELA,2021-12-10,4,509987.2,2021-11-11,2021-12-10,2021
ET,2021-12-10,5,122363337.05,2021-12-10,2021-12-10,2021
BTRS,2021-12-13,3,833258.24,2021-12-03,2021-12-13,2021
ALTG,2021-12-13,3,6028984.32,2021-12-13,2021-12-13,2021
RVNC,2021-12-13,3,1049636.0,2021-11-29,2021-12-13,2021
RGF,2021-12-13,3,333337.66,2021-12-13,2021-12-13,2021
LILA,2021-12-14,3,334128.0,2021-11-30,2021-12-14,2021
PETQ,2021-12-14,3,2273182.83,2021-12-01,2021-12-14,2021
ARHS,2021-12-14,3,1045700.0,2021-12-10,2021-12-14,2021
GIC,2021-12-14,3,184111690.62,2021-12-14,2021-12-14,2021
EVBG,2021-12-14,3,1467240.0,2021-12-14,2021-12-14,2021
UEPS,2021-12-14,5,4220412.65,2021-11-16,2021-12-14,2021
BCOR,2021-12-15,3,1157763.08,2021-12-13,2021-12-15,2021
VERO,2021-12-15,9,30600000.0,2021-12-15,2021-12-15,2021
INCY,2021-12-15,6,693337536.12,2021-12-15,2021-12-15,2021
HQY,2021-12-15,3,1770982.47,2021-12-09,2021-12-15,2021
COCO,2021-12-15,3,968954.0,2021-12-10,2021-12-15,2021
MTDR,2021-12-15,3,198950.0,2021-12-13,2021-12-15,2021
GPOR,2021-12-16,3,9355200.0,2021-12-16,2021-12-16,2021
KBNT,2021-12-16,3,525896.91,2021-12-16,2021-12-16,2021
AKA,2021-12-16,5,1435200.0,2021-12-16,2021-12-16,2021
AXON,2021-12-16,3,10362299.94,2021-11-30,2021-12-16,2021
LAZR,2021-12-16,5,472425.9,2021-12-14,2021-12-16,2021
PRPL,2021-12-16,7,511399567.08,2021-12-16,2021-12-16,2021
SNSE,2021-12-16,3,364312.5,2021-12-09,2021-12-16,2021
PSN,2021-12-16,3,1431115.0,2021-12-15,2021-12-16,2021
AMRX,2021-12-17,3,1461500.0,2021-12-15,2021-12-17,2021
PHX,2021-12-17,4,217620.5,2021-12-14,2021-12-17,2021
NTG,2021-12-17,3,1275000022500000.0,2021-12-17,2021-12-17,2021
FARM,2021-12-17,3,299448.0,2021-12-02,2021-12-17,2021
CWH,2021-12-17,4,399830.2,2021-12-17,2021-12-17,2021
IOT,2021-12-17,33,2711399896.0,2021-12-17,2021-12-17,2021
TYRA,2021-12-17,3,4920000.0,2021-12-17,2021-12-17,2021
CRC,2021-12-20,3,801090.0,2021-12-20,2021-12-20,2021
RCOR,2021-12-20,3,3092842.08,2021-12-20,2021-12-20,2021
CFFS,2021-12-20,4,18000000.0,2021-12-20,2021-12-20,2021
SHAPU,2021-12-20,3,28371450.0,2021-12-20,2021-12-20,2021
AIMD,2021-12-20,4,1533986.0,2021-12-06,2021-12-20,2021
JAKK,2021-12-21,3,23861964.55,2021-12-15,2021-12-21,2021
GFF,2021-12-21,4,375077.0,2021-12-21,2021-12-21,2021
SYNL,2021-12-22,4,10490049.95,2021-11-22,2021-12-22,2021
BRN,2021-12-22,3,1755136.98,2021-12-22,2021-12-22,2021
PRDS,2021-12-22,5,16250000.0,2021-12-22,2021-12-22,2021
PL,2021-12-22,3,1365144.1,2021-12-16,2021-12-22,2021
SFIX,2021-12-23,3,665213.55,2021-12-23,2021-12-23,2021
TMC,2021-12-24,3,3090704.0,2021-12-24,2021-12-24,2021
CTLP,2021-12-27,3,2580595.83,2021-12-27,2021-12-27,2021
CMPO,2021-12-27,3,20303802.4,2021-12-27,2021-12-27,2021
BATRA,2021-12-28,4,228800.0,2021-12-28,2021-12-28,2021
PFMT,2021-12-28,5,6111237.2,2021-12-28,2021-12-28,2021
HYPR,2021-12-29,4,5359505.4,2021-12-29,2021-12-29,2021
BBIO,2021-12-29,5,2064407.53,2021-12-28,2021-12-29,2021
WTMAU,2021-12-30,3,10425000.0,2021-12-30,2021-12-30,2021
BDSX,2021-12-30,3,21303337.65,2021-12-30,2021-12-30,2021
WHLM,2021-12-31,5,11875000.0,2021-12-31,2021-12-31,2021
CODI,2022-01-03,6,618442.88,2022-01-03,2022-01-03,2022
THO,2022-01-04,3,1294025.0,2021-12-10,2022-01-04,2022
RDUS,2022-01-05,4,39428961.32,2021-12-08,2022-01-05,2022
OSAT,2022-01-05,5,2600012.52,2022-01-05,2022-01-05,2022
AMLX,2022-01-06,6,15829964.0,2022-01-06,2022-01-06,2022
RAIN,2022-01-06,10,66927360.0,2022-01-06,2022-01-06,2022
BBBY,2022-01-07,4,457210.0,2022-01-07,2022-01-07,2022
AVTX,2022-01-07,3,1888806.09,2022-01-07,2022-01-07,2022
AKU,2022-01-07,9,1120500.0,2022-01-07,2022-01-07,2022
SMAR,2022-01-07,3,11690289.0,2021-12-10,2022-01-07,2022
MACK,2022-01-10,6,2190480.0,2022-01-10,2022-01-10,2022
THRX,2022-01-11,4,1708217.68,2022-01-11,2022-01-11,2022
CINC,2022-01-11,28,481160000.0,2022-01-11,2022-01-11,2022
VIGL,2022-01-11,17,174790000.0,2022-01-11,2022-01-11,2022
INDT,2022-01-12,7,4156080.72,2022-01-12,2022-01-12,2022
LNDC,2022-01-12,9,32351776.0,2022-01-12,2022-01-12,2022
KIRK,2022-01-13,6,13593900.0,2022-01-13,2022-01-13,2022
THO,2022-01-14,3,1245325.0,2021-12-27,2022-01-14,2022
DAWN,2022-01-18,4,6207604.36,2022-01-18,2022-01-18,2022
NSTS,2022-01-18,9,2375000.0,2022-01-18,2022-01-18,2022
RPTX,2022-01-19,10,140712501.0,2022-01-19,2022-01-19,2022
KOD,2022-01-21,6,172846044.06,2022-01-21,2022-01-21,2022
KYMR,2022-01-24,10,102996819.2,2022-01-24,2022-01-24,2022
APPN,2022-01-24,5,8878573.9,2022-01-24,2022-01-24,2022
SKYH,2022-01-25,4,180000000.0,2022-01-25,2022-01-25,2022
VCNX,2022-01-27,4,10099995.45,2022-01-27,2022-01-27,2022
TACT,2022-01-27,4,264026.08,2022-01-27,2022-01-27,2022
NEE,2022-01-28,4,843358.0,2022-01-27,2022-01-28,2022
XM,2022-01-31,6,38914835.58,2022-01-31,2022-01-31,2022
EPZM,2022-01-31,3,102000001.5,2022-01-31,2022-01-31,2022
SRRA,2022-01-31,17,213975000.0,2022-01-28,2022-01-31,2022
PAXS,2022-01-31,8,7650000.0,2022-01-31,2022-01-31,2022
USER,2022-02-01,10,80152811.3,2022-02-01,2022-02-01,2022
GRNA,2022-02-02,4,37750000.0,2022-02-02,2022-02-02,2022
OPOF,2022-02-04,3,7484405.76,2022-02-04,2022-02-04,2022
DUOT,2022-02-04,4,5100000.0,2022-02-04,2022-02-04,2022
PFSI,2022-02-07,6,91362792.36,2022-02-07,2022-02-07,2022
AZEK,2022-02-07,4,1312373.0,2022-02-07,2022-02-07,2022
SSIC,2022-02-08,5,315200074.0,2022-02-08,2022-02-08,2022
ACLX,2022-02-08,16,377499990.0,2022-02-08,2022-02-08,2022
CBAN,2022-02-08,4,338250.0,2022-02-08,2022-02-08,2022
PYPL,2022-02-08,3,2460059.7,2022-02-03,2022-02-08,2022
NICK,2022-02-09,3,563838.72,2022-02-09,2022-02-09,2022
BIGZ,2022-02-10,3,363928.0,2022-01-26,2022-02-10,2022
INCY,2022-02-10,6,641712876.9,2022-02-10,2022-02-10,2022
VERA,2022-02-10,8,35999940.0,2022-02-10,2022-02-10,2022
ECAT,2022-02-10,3,361262.0,2022-01-26,2022-02-10,2022
ATGE,2022-02-10,3,492439.68,2022-02-10,2022-02-10,2022
MODD,2022-02-10,5,9000000.0,2022-02-10,2022-02-10,2022
ALPN,2022-02-11,5,3999607.5,2022-02-11,2022-02-11,2022
RSVR,2022-02-11,8,6882383.67,2022-02-11,2022-02-11,2022
KNTE,2022-02-11,5,9947230.0,2022-02-11,2022-02-11,2022
RMMZ,2022-02-11,3,596575.0,2022-02-11,2022-02-11,2022
AREN,2022-02-11,5,81645169.1,2022-02-11,2022-02-11,2022
GHM,2022-02-11,3,188660.0,2022-02-10,2022-02-11,2022
TWOU,2022-02-14,3,1692211.8,2022-02-14,2022-02-14,2022
CTKB,2022-02-14,5,37139524.4,2022-02-14,2022-02-14,2022
NKTX,2022-02-14,5,165000000.0,2022-02-14,2022-02-14,2022
DNB,2022-02-15,3,1300382117.28,2022-02-15,2022-02-15,2022
FLNC,2022-02-15,4,490560.0,2022-02-15,2022-02-15,2022
USX,2022-02-15,3,265827.6,2022-02-14,2022-02-15,2022
TRNS,2022-02-15,3,228492.3,2022-02-15,2022-02-15,2022
WRBY,2022-02-16,3,142088083.52,2022-01-26,2022-02-16,2022
HZN,2022-02-17,3,1071406.7,2022-02-15,2022-02-17,2022
NSIT,2022-02-17,7,91097712.02,2022-02-17,2022-02-17,2022
NOTV,2022-02-17,3,409967.0,2022-02-16,2022-02-17,2022
AMPL,2022-02-18,8,399520419.6,2022-02-18,2022-02-18,2022
FCNCA,2022-02-24,3,314843.52,2022-01-27,2022-02-24,2022
OEC,2022-02-24,3,862250.0,2022-02-24,2022-02-24,2022
BCOV,2022-02-25,3,368510.48,2022-02-23,2022-02-25,2022
TOST,2022-02-25,3,28865424.68,2022-01-27,2022-02-25,2022
ESTA,2022-02-28,5,2971000.0,2022-02-28,2022-02-28,2022
PTVE,2022-02-28,3,653866.15,2022-02-28,2022-02-28,2022
MNKD,2022-02-28,5,658397.21,2022-02-28,2022-02-28,2022
RILY,2022-02-28,3,7604226.12,2022-02-28,2022-02-28,2022
AMWD,2022-03-01,3,748336.01,2022-03-01,2022-03-01,2022
COMM,2022-03-01,3,197400.0,2022-02-23,2022-03-01,2022
KLR,2022-03-01,3,230700.0,2022-03-01,2022-03-01,2022
EOSE,2022-03-01,3,278825.0,2022-03-01,2022-03-01,2022
FGMC,2022-03-01,4,2200000.0,2022-03-01,2022-03-01,2022
PSNL,2022-03-02,7,21375679.99,2022-03-02,2022-03-02,2022
GLT,2022-03-03,3,520933.95,2022-02-17,2022-03-03,2022
PRPL,2022-03-03,7,280078302.1,2022-03-03,2022-03-03,2022
JRVR,2022-03-03,3,1775422.5,2022-03-02,2022-03-03,2022
AHCO,2022-03-04,4,1100200.48,2022-03-03,2022-03-04,2022
DOUG,2022-03-04,3,477850.0,2022-03-04,2022-03-04,2022
HLMN,2022-03-07,5,2194625.1,2022-03-07,2022-03-07,2022
JHG,2022-03-07,3,184692426.64,2022-03-07,2022-03-07,2022
KBNT,2022-03-07,3,516002.4,2022-03-07,2022-03-07,2022
UTZ,2022-03-07,5,720473.73,2022-03-07,2022-03-07,2022
CROX,2022-03-07,3,3045739.84,2022-02-17,2022-03-07,2022
DASH,2022-03-08,29,1548852287.93,2022-03-08,2022-03-08,2022
FRST,2022-03-08,3,517524.91,2022-03-08,2022-03-08,2022
FSK,2022-03-08,3,202957.9,2022-03-02,2022-03-08,2022
BAND,2022-03-08,3,616628.55,2022-02-28,2022-03-08,2022
BLL,2022-03-10,3,1381499.1,2022-02-28,2022-03-10,2022
COTY,2022-03-10,3,2844380.44,2022-03-08,2022-03-10,2022
FRSH,2022-03-11,10,947613051.3,2022-03-11,2022-03-11,2022
YEXT,2022-03-11,3,491945.0,2022-03-10,2022-03-11,2022
BLI,2022-03-11,3,857640.0,2022-03-10,2022-03-11,2022
BRP,2022-03-11,3,673187.5,2022-03-08,2022-03-11,2022
SNCR,2022-03-11,4,538228.41,2022-03-11,2022-03-11,2022
HGEN,2022-03-11,6,15093600.0,2022-03-02,2022-03-11,2022
OTMO,2022-03-14,3,6555373.2,2022-03-14,2022-03-14,2022
LSEA,2022-03-14,4,1114082.2,2022-03-14,2022-03-14,2022
PCOR,2022-03-14,7,417982821.41,2022-03-14,2022-03-14,2022
ASPS,2022-03-15,6,1133622.84,2022-03-15,2022-03-15,2022
USFD,2022-03-15,3,1726752.0,2022-03-07,2022-03-15,2022
AXLA,2022-03-16,9,84494990.65,2022-03-16,2022-03-16,2022
UEPS,2022-03-16,3,349935.63,2022-03-16,2022-03-16,2022
EXLS,2022-03-16,4,604726.02,2022-03-11,2022-03-16,2022
CFLT,2022-03-16,3,21269793.0,2022-03-16,2022-03-16,2022
PCT,2022-03-17,3,15999970.0,2022-03-17,2022-03-17,2022
CPNG,2022-03-17,3,11310000.0,2022-03-17,2022-03-17,2022
KODK,2022-03-18,13,200788043.69,2022-03-18,2022-03-18,2022
GMS,2022-03-18,6,76980951.78,2022-03-18,2022-03-18,2022
BNFT,2022-03-21,3,10220673.36,2022-03-21,2022-03-21,2022
TRSSF,2022-03-21,6,7441700.0,2022-03-21,2022-03-21,2022
ANIP,2022-03-21,4,890432.56,2022-03-17,2022-03-21,2022
LMB,2022-03-22,4,242847.48,2022-03-22,2022-03-22,2022
GME,2022-03-22,3,20672092.86,2022-03-21,2022-03-22,2022
SXT,2022-03-23,3,4901193.36,2022-03-23,2022-03-23,2022
FMCB,2022-03-23,4,298265.0,2022-03-23,2022-03-23,2022
LCTX,2022-03-23,3,3951435.66,2022-03-23,2022-03-23,2022
KFS,2022-03-24,6,330000.0,2022-03-24,2022-03-24,2022
PFMT,2022-03-25,5,1420000.0,2022-03-25,2022-03-25,2022
OXY,2022-03-28,3,11282547420.66,2022-03-02,2022-03-28,2022
ICVX,2022-03-28,5,3970952.7,2022-03-28,2022-03-28,2022
ANTX,2022-03-29,11,144799890.0,2022-03-29,2022-03-29,2022
TMC,2022-03-30,4,10138210.0,2022-03-30,2022-03-30,2022
TELA,2022-03-31,4,230800.0,2022-03-31,2022-03-31,2022
NAVI,2022-03-31,7,76911233.28,2022-03-31,2022-03-31,2022
LCII,2022-03-31,4,2966137.5,2022-03-08,2022-03-31,2022
GRPN,2022-03-31,3,9231972.84,2022-03-31,2022-03-31,2022
CGEM,2022-04-01,10,29670000.0,2022-04-01,2022-04-01,2022
HPQ,2022-04-04,3,797276622.8,2022-03-31,2022-04-04,2022
MDVL,2022-04-04,8,119717638.08,2022-04-04,2022-04-04,2022
NLSN,2022-04-06,3,2610771097.2,2022-04-06,2022-04-06,2022
QRHC,2022-04-06,8,943896.0,2022-04-06,2022-04-06,2022
BRZE,2022-04-06,8,108389726.72,2022-04-06,2022-04-06,2022
BDSX,2022-04-07,3,7499997.97,2022-04-07,2022-04-07,2022
CDZI,2022-04-11,3,5547638.5,2022-03-20,2022-04-11,2022
HCP,2022-04-11,3,272545.5,2022-04-11,2022-04-11,2022
CXM,2022-04-11,5,698679969.75,2022-04-11,2022-04-11,2022
TRVI,2022-04-11,11,67620988.6,2022-04-11,2022-04-11,2022
WULF,2022-04-11,4,6826418.28,2022-03-15,2022-04-11,2022
HMTV,2022-04-12,5,4729065.18,2022-03-31,2022-04-12,2022
LYRA,2022-04-12,13,181499942.3,2022-04-12,2022-04-12,2022
NYC,2022-04-13,6,853380.0,2022-04-13,2022-04-13,2022
OCX,2022-04-13,4,24018970.48,2022-03-15,2022-04-13,2022
IHRT,2022-04-13,5,370547042.1,2022-04-13,2022-04-13,2022
SUP,2022-04-14,3,330000.0,2022-04-14,2022-04-14,2022
CRNX,2022-04-18,3,10499949.9,2022-04-18,2022-04-18,2022
LQDA,2022-04-18,3,19999986.6,2022-04-18,2022-04-18,2022
EE,2022-04-18,6,10705632.0,2022-04-18,2022-04-18,2022
INZY,2022-04-19,11,36242995.5,2022-04-19,2022-04-19,2022
PHX,2022-04-19,10,2513521.0,2022-04-19,2022-04-19,2022
AFRM,2022-04-19,3,14082633.18,2022-04-19,2022-04-19,2022
NNBR,2022-04-19,5,4327170.44,2022-03-22,2022-04-19,2022
ROIV,2022-04-22,3,364060.65,2022-04-22,2022-04-22,2022
XRX,2022-04-22,3,108889779.24,2022-04-22,2022-04-22,2022
CMPO,2022-04-26,4,4369318.6,2022-03-29,2022-04-26,2022
VAXX,2022-04-26,3,187386.75,2022-04-26,2022-04-26,2022
CVNA,2022-04-26,3,976000000.0,2022-04-26,2022-04-26,2022
WBD,2022-04-27,3,2495840.0,2022-04-27,2022-04-27,2022
APRN,2022-04-29,3,519499944.0,2022-04-29,2022-04-29,2022
SMFR,2022-04-29,24,341500000.0,2022-04-29,2022-04-29,2022
CNC,2022-04-29,3,1734497.55,2022-04-28,2022-04-29,2022
WHLM,2022-04-30,5,5937500.0,2022-04-30,2022-04-30,2022
GE,2022-05-02,3,5391756.3,2022-05-02,2022-05-02,2022
ONB,2022-05-02,3,332058.5,2022-04-28,2022-05-02,2022
TBK,2022-05-02,4,499290.83,2022-05-02,2022-05-02,2022
INSW,2022-05-02,3,29365967.52,2022-05-02,2022-05-02,2022
RILY,2022-05-02,6,11448808.65,2022-05-02,2022-05-02,2022
HCA,2022-05-02,3,19373413.04,2022-04-28,2022-05-02,2022
FISV,2022-05-02,7,74783572.5,2022-05-02,2022-05-02,2022
SFNC,2022-05-03,3,937400.0,2022-05-03,2022-05-03,2022
HLVX,2022-05-03,5,150000010.0,2022-05-03,2022-05-03,2022
FFIN,2022-05-03,4,1333410.93,2022-04-29,2022-05-03,2022
GEG,2022-05-04,3,7439013.12,2022-05-04,2022-05-04,2022
TPHS,2022-05-05,3,874940.0,2022-05-05,2022-05-05,2022
CNDT,2022-05-05,3,289084.47,2022-05-05,2022-05-05,2022
KYMR,2022-05-05,10,48660000.0,2022-05-05,2022-05-05,2022
PRM,2022-05-06,5,69200000.0,2022-05-06,2022-05-06,2022
CMPX,2022-05-06,4,566042.88,2022-05-06,2022-05-06,2022
BRSP,2022-05-06,3,541575.0,2022-05-06,2022-05-06,2022
