ticker,cluster_date,n_insiders,total_value,window_start,window_end,spy_5d_prior,spy_10d_prior,vix
FYBR,2023-03-13,42,188461015.48,2023-03-13,2023-03-13,-4.72472018044958,-3.110156225362926,26.520000457763672
VLY,2023-03-14,4,2376310.74,2023-03-14,2023-03-14,-1.6420964993866118,-1.1432072706770946,23.729999542236328
SCHW,2023-03-14,6,5071482.56,2023-03-14,2023-03-14,-1.6420964993866118,-1.1432072706770946,23.729999542236328
AMAM,2023-03-14,4,40850000.0,2023-03-14,2023-03-14,-1.6420964993866118,-1.1432072706770946,23.729999542236328
PFMT,2023-03-15,5,3992420.6,2023-03-15,2023-03-15,-2.4165333134577005,-1.3831831082531065,26.139999389648438
PET,2023-03-16,6,7985934.48,2023-03-16,2023-03-16,1.1620109697061543,-0.4273395524113932,22.989999771118164
HASI,2023-03-16,3,386440.0,2023-03-16,2023-03-16,1.1620109697061543,-0.4273395524113932,22.989999771118164
MODV,2023-03-17,6,12652644.78,2023-03-17,2023-03-17,1.4429031326185346,-3.1449806695433487,25.510000228881836
NDLS,2023-03-17,5,2320000.0,2023-03-17,2023-03-17,1.4429031326185346,-3.1449806695433487,25.510000228881836
WEST,2023-03-17,3,867695.12,2023-03-17,2023-03-17,1.4429031326185346,-3.1449806695433487,25.510000228881836
PDM,2023-03-20,3,625390.0,2023-03-15,2023-03-20,2.564555428017244,-2.281332820278682,24.149999618530273
CODI,2023-03-20,4,366012.96,2023-03-20,2023-03-20,2.564555428017244,-2.281332820278682,24.149999618530273
PLBY,2023-03-21,5,56304071.68,2023-03-21,2023-03-21,2.221545734895488,0.542969310763885,21.3799991607666
CTM,2023-03-21,6,1019874199.0,2023-03-03,2023-03-21,2.221545734895488,0.542969310763885,21.3799991607666
BRT,2023-03-21,3,271496.55,2023-03-21,2023-03-21,2.221545734895488,0.542969310763885,21.3799991607666
MACK,2023-03-21,4,7399987.2,2023-03-21,2023-03-21,2.221545734895488,0.542969310763885,21.3799991607666
AZYO,2023-03-23,3,447000.0,2023-03-23,2023-03-23,-0.3633774663698032,0.7944110173156935,22.610000610351562
DICE,2023-03-23,5,67286862.2,2023-03-23,2023-03-23,-0.3633774663698032,0.7944110173156935,22.610000610351562
HLGN,2023-03-23,3,922143.06,2023-03-23,2023-03-23,-0.3633774663698032,0.7944110173156935,22.610000610351562
UEC,2023-03-24,3,367185.0,2023-03-24,2023-03-24,1.4769842075916135,2.941198791609769,21.739999771118164
MONIX,2023-03-24,5,30000000.26,2023-03-24,2023-03-24,1.4769842075916135,2.941198791609769,21.739999771118164
ETNB,2023-03-24,5,199999962.5,2023-03-24,2023-03-24,1.4769842075916135,2.941198791609769,21.739999771118164
TRSSF,2023-03-27,5,318818.0,2023-03-27,2023-03-27,0.6984197964165171,3.2808865872331077,20.600000381469727
CQP,2023-03-27,14,48863033.38,2023-03-27,2023-03-27,0.6984197964165171,3.2808865872331077,20.600000381469727
UTI,2023-03-28,5,4961943.5,2023-03-28,2023-03-28,-0.8297634283044935,1.3733487325397735,19.969999313354492
LSAK,2023-03-28,3,818866.05,2023-03-28,2023-03-28,-0.8297634283044935,1.3733487325397735,19.969999313354492
ACDC,2023-03-28,3,33035964.75,2023-03-28,2023-03-28,-0.8297634283044935,1.3733487325397735,19.969999313354492
ATAI,2023-03-29,3,3309344.08,2023-03-29,2023-03-29,2.356477816896539,3.494077533224816,19.1200008392334
BMEA,2023-03-30,4,48000000.0,2023-03-30,2023-03-30,2.678231865749394,2.305122308282322,19.020000457763672
SUP,2023-03-30,3,805176.42,2023-03-30,2023-03-30,2.678231865749394,2.305122308282322,19.020000457763672
DOMO,2023-03-31,3,13123740.2,2023-03-08,2023-03-31,3.4466204075398568,4.974510654246464,18.700000762939453
SPG,2023-03-31,3,190999.51,2023-03-31,2023-03-31,3.4466204075398568,4.974510654246464,18.700000762939453
AREN,2023-03-31,6,19025009.64,2023-03-06,2023-03-31,3.4466204075398568,4.974510654246464,18.700000762939453
NNBR,2023-03-31,5,2530023.1,2023-03-31,2023-03-31,3.4466204075398568,4.974510654246464,18.700000762939453
FOA,2023-03-31,32,480000034.56,2023-03-31,2023-03-31,3.4466204075398568,4.974510654246464,18.700000762939453
CWEN,2023-03-31,11,24663947.0,2023-03-31,2023-03-31,3.4466204075398568,4.974510654246464,18.700000762939453
APPN,2023-04-03,6,1686374.1,2023-04-03,2023-04-03,3.6470194336216823,4.37091073574177,18.549999237060547
OCX,2023-04-03,3,24144874.2,2023-04-03,2023-04-03,3.6470194336216823,4.37091073574177,18.549999237060547
CSSE,2023-04-03,3,12834103.5,2023-04-03,2023-04-03,3.6470194336216823,4.37091073574177,18.549999237060547
BRN,2023-04-03,3,1650325.95,2023-04-03,2023-04-03,3.6470194336216823,4.37091073574177,18.549999237060547
CEMI,2023-04-04,3,999743.16,2023-04-04,2023-04-04,3.303848395977936,2.446670841956993,19.0
ALTG,2023-04-04,5,3171300.0,2023-03-14,2023-04-04,3.303848395977936,2.446670841956993,19.0
SFBC,2023-04-05,6,555000.0,2023-04-05,2023-04-05,1.5572422431431323,3.9504161280546812,19.079999923706055
PRDS,2023-04-05,5,6965568.0,2023-04-05,2023-04-05,1.5572422431431323,3.9504161280546812,19.079999923706055
NOGN,2023-04-06,5,4985481.0,2023-04-06,2023-04-06,1.3598946095817612,4.0745476061055825,18.399999618530273
PIII,2023-04-06,5,27960808.0,2023-04-06,2023-04-06,1.3598946095817612,4.0745476061055825,18.399999618530273
BTTX,2023-04-10,5,8953938.74,2023-04-10,2023-04-10,0.053736740786496116,3.5022092498006465,18.969999313354492
REPX,2023-04-19,3,394110.0,2023-04-19,2023-04-19,1.4924720068236708,1.3384832080823639,16.459999084472656
FSNB,2023-04-19,5,1863680.0,2023-04-19,2023-04-19,1.4924720068236708,1.3384832080823639,16.459999084472656
NDLS,2023-04-24,5,2497956.75,2023-04-24,2023-04-24,-0.3164708247425208,0.7372774959260362,16.889999389648438
TMQ,2023-04-25,6,7199999.4,2023-04-25,2023-04-25,-1.962780194006409,-0.8884228626874627,18.760000228881836
KNTE,2023-04-28,8,29391206.64,2023-04-28,2023-04-28,0.9049043387061756,0.8413094382723098,15.779999732971191
FBSPX,2023-04-28,3,75000000.16,2023-04-28,2023-04-28,0.9049043387061756,0.8413094382723098,15.779999732971191
SRRK,2023-04-28,8,1623292.08,2023-04-28,2023-04-28,0.9049043387061756,0.8413094382723098,15.779999732971191
SFNC,2023-05-01,3,443790.0,2023-04-28,2023-05-01,0.6979650761532429,0.37928539557780516,16.079999923706055
TRNR,2023-05-02,6,7885137.5,2023-05-02,2023-05-02,1.1721882051768646,-0.813599466757235,17.780000686645508
TCRR,2023-05-03,3,1541083.56,2023-05-03,2023-05-03,0.90513252729142,-1.4777688754531257,18.34000015258789
GTLB,2023-05-03,4,77896465.52,2023-05-03,2023-05-03,0.90513252729142,-1.4777688754531257,18.34000015258789
ADT,2023-05-04,4,618340.0,2023-05-04,2023-05-04,-1.765232850883466,-1.6388367222064424,20.09000015258789
HTLD,2023-05-04,5,4631031.49,2023-05-03,2023-05-04,-1.765232850883466,-1.6388367222064424,20.09000015258789
EWBC,2023-05-04,3,849701.2,2023-05-04,2023-05-04,-1.765232850883466,-1.6388367222064424,20.09000015258789
SNV,2023-05-04,3,281451.0,2023-05-01,2023-05-04,-1.765232850883466,-1.6388367222064424,20.09000015258789
MGTX,2023-05-05,3,74999998.5,2023-05-05,2023-05-05,-0.7934150364272504,0.10430965519034781,17.190000534057617
CMCT,2023-05-08,4,11232828.0,2023-05-08,2023-05-08,-0.6666508423654603,0.026661243728190273,16.979999542236328
MODV,2023-05-08,6,59013197.28,2023-05-08,2023-05-08,-0.6666508423654603,0.026661243728190273,16.979999542236328
FDMT,2023-05-09,8,108800000.0,2023-05-09,2023-05-09,0.02189896187959631,1.1943438641046698,17.709999084472656
SLRN,2023-05-09,10,92602008.0,2023-05-09,2023-05-09,0.02189896187959631,1.1943438641046698,17.709999084472656
USCB,2023-05-09,3,393762.0,2023-05-09,2023-05-09,0.02189896187959631,1.1943438641046698,17.709999084472656
PZG,2023-05-10,3,4128000.0,2023-05-10,2023-05-10,1.1837918288541087,2.0996392410439055,16.940000534057617
PFMT,2023-05-10,5,391500.0,2023-05-10,2023-05-10,1.1837918288541087,2.0996392410439055,16.940000534057617
LSAK,2023-05-12,3,793596.09,2023-05-12,2023-05-12,-0.2520329102273115,-1.0434482796480733,17.030000686645508
INBK,2023-05-12,3,359050.0,2023-05-10,2023-05-12,-0.2520329102273115,-1.0434482796480733,17.030000686645508
BW,2023-05-12,4,2115163.68,2023-05-12,2023-05-12,-0.2520329102273115,-1.0434482796480733,17.030000686645508
NSPR,2023-05-12,4,684591.85,2023-05-12,2023-05-12,-0.2520329102273115,-1.0434482796480733,17.030000686645508
RBA,2023-05-15,3,269815.6,2023-05-15,2023-05-15,0.06542518881294582,-0.6016618111248552,17.1200008392334
PIII,2023-05-15,6,2584631.95,2023-05-12,2023-05-15,0.06542518881294582,-0.6016618111248552,17.1200008392334
AVD,2023-05-16,3,1720326.5,2023-05-15,2023-05-16,-0.16546804396953832,-0.1436053178738138,17.989999771118164
AREN,2023-05-16,5,892500.0,2023-05-16,2023-05-16,-0.16546804396953832,-0.1436053178738138,17.989999771118164
SLQT,2023-05-16,5,1159000.0,2023-05-16,2023-05-16,-0.16546804396953832,-0.1436053178738138,17.989999771118164
BLFS,2023-05-16,4,6380900.4,2023-05-16,2023-05-16,-0.16546804396953832,-0.1436053178738138,17.989999771118164
OUST,2023-05-16,3,918179.0,2023-05-16,2023-05-16,-0.16546804396953832,-0.1436053178738138,17.989999771118164
FSTR,2023-05-17,5,1724955.6,2023-05-17,2023-05-17,0.5764561615247908,1.7670720313159562,16.8700008392334
LAB,2023-05-17,7,18399500.0,2023-05-17,2023-05-17,0.5764561615247908,1.7670720313159562,16.8700008392334
GEG,2023-05-18,8,4677835.39,2023-05-18,2023-05-18,1.7227482066857698,3.4803557381775403,16.049999237060547
ACDC,2023-05-18,4,18689076.25,2023-05-17,2023-05-18,1.7227482066857698,3.4803557381775403,16.049999237060547
LAZY,2023-05-19,5,40971112.0,2023-05-19,2023-05-19,1.7079958451614554,1.4516582232990218,16.809999465942383
SLNO,2023-05-19,3,1218225.0,2023-05-19,2023-05-19,1.7079958451614554,1.4516582232990218,16.809999465942383
PRLD,2023-05-22,4,19999995.0,2023-05-22,2023-05-22,1.399475405002388,1.4658162032414475,17.209999084472656
SWX,2023-05-22,3,15573235.14,2023-05-22,2023-05-22,1.399475405002388,1.4658162032414475,17.209999084472656
ACAD,2023-05-22,6,136238206.26,2023-05-22,2023-05-22,1.399475405002388,1.4658162032414475,17.209999084472656
BRN,2023-05-25,3,1341753.48,2023-05-25,2023-05-25,-1.092468383668899,0.6114593435286059,19.139999389648438
RM,2023-05-25,8,8705009.12,2023-05-25,2023-05-25,-1.092468383668899,0.6114593435286059,19.139999389648438
ANNX,2023-05-25,4,2556000.0,2023-05-25,2023-05-25,-1.092468383668899,0.6114593435286059,19.139999389648438
SIRE,2023-05-26,6,788662350.0,2023-05-26,2023-05-26,0.3344399515252597,2.048148017163326,17.950000762939453
AUID,2023-05-26,3,150000.0,2023-05-26,2023-05-26,0.3344399515252597,2.048148017163326,17.950000762939453
RAIN,2023-05-30,3,3329812.44,2023-05-30,2023-05-30,0.33191123882759477,1.736031659983814,17.459999084472656
SBIG,2023-05-31,3,444517.2,2023-05-31,2023-05-31,0.9080114821947406,1.852524375503813,17.940000534057617
LYRA,2023-05-31,12,71061173.76,2023-05-31,2023-05-31,0.9080114821947406,1.852524375503813,17.940000534057617
ZD,2023-05-31,3,765310.0,2023-05-30,2023-05-31,0.9080114821947406,1.852524375503813,17.940000534057617
LXRX,2023-06-05,10,722151300.0,2023-06-05,2023-06-05,1.6856527697995776,2.025730217631039,14.729999542236328
AMPS,2023-06-06,9,10962935.0,2023-05-19,2023-06-06,1.8682407673665438,2.206352907269387,13.960000038146973
AAP,2023-06-07,3,700706.35,2023-06-07,2023-06-07,2.082073940970084,3.008990893616617,13.9399995803833
HLGN,2023-06-07,3,2578229.73,2023-06-07,2023-06-07,2.082073940970084,3.008990893616617,13.9399995803833
GME,2023-06-09,4,20338511.16,2023-06-09,2023-06-09,0.4626882429252231,3.677786178822118,13.829999923706055
BNKL,2023-06-09,3,606666.0,2023-06-09,2023-06-09,0.4626882429252231,3.677786178822118,13.829999923706055
DAWN,2023-06-09,4,39999960.0,2023-06-09,2023-06-09,0.4626882429252231,3.677786178822118,13.829999923706055
AKYA,2023-06-12,6,12016940.0,2023-06-12,2023-06-12,1.5687038575837753,3.280799527408666,15.010000228881836
JYNT,2023-06-12,3,836434.38,2023-06-12,2023-06-12,1.5687038575837753,3.280799527408666,15.010000228881836
BKTI,2023-06-12,4,359260.0,2023-06-12,2023-06-12,1.5687038575837753,3.280799527408666,15.010000228881836
SLGD,2023-06-12,6,5405425.74,2023-06-12,2023-06-12,1.5687038575837753,3.280799527408666,15.010000228881836
RMAX,2023-06-13,3,910560.0,2023-06-13,2023-06-13,2.0162107110897667,3.9221191489169,14.609999656677246
SFBC,2023-06-14,6,1597500.0,2023-06-14,2023-06-14,2.492109673732193,4.62607118079945,13.880000114440918
CLNN,2023-06-16,4,9200000.0,2023-06-16,2023-06-16,2.603510129265575,3.0782445074622773,13.539999961853027
UTI,2023-06-21,5,10260689.25,2023-06-21,2023-06-21,-0.023894029615524,1.9918349274898235,13.199999809265137
AZTR,2023-06-21,18,54000000.0,2023-06-21,2023-06-21,-0.023894029615524,1.9918349274898235,13.199999809265137
CAPIX,2023-06-22,6,17150000.04,2023-06-08,2023-06-22,0.2176412829454193,2.71517481614393,12.90999984741211
MPAA,2023-06-23,3,1050000.0,2023-06-23,2023-06-23,-1.7579705532229797,1.3257398983970148,13.4399995803833
DMAC,2023-06-23,6,15554150.17,2023-06-23,2023-06-23,-1.7579705532229797,1.3257398983970148,13.4399995803833
RMBL,2023-06-23,3,9154000.0,2023-06-16,2023-06-23,-1.7579705532229797,1.3257398983970148,13.4399995803833
ACET,2023-06-27,10,18287500.0,2023-06-27,2023-06-27,-0.23103712963540465,0.9198222640967905,13.739999771118164
TRSSF,2023-06-28,4,4800012.0,2023-06-28,2023-06-28,0.3333832152632894,0.3094095269635772,13.430000305175781
IGMS,2023-06-29,3,2415169.32,2023-06-26,2023-06-29,0.36652952391044546,0.5849685264140772,13.539999961853027
AENT,2023-06-30,4,999600.0,2023-06-30,2023-06-30,2.3245135103832784,0.525678694142071,13.59000015258789
KGS,2023-07-03,3,576000.0,2023-07-03,2023-07-03,2.862498064820778,0.9852900650152107,13.569999694824219
EPSN,2023-07-06,4,1848036.0,2023-06-09,2023-07-06,0.7493266775429267,1.0852080221766343,15.4399995803833
EVLO,2023-07-11,8,99999992.4,2023-07-11,2023-07-11,-0.2996879810553112,2.554231521107258,14.84000015258789
APGE,2023-07-13,7,329749952.0,2023-07-13,2023-07-13,2.2517345745251176,3.0179340999424187,13.609999656677246
THRX,2023-07-17,9,16250170.4,2023-07-17,2023-07-17,2.5428616764310292,1.705462658056423,13.479999542236328
SVRA,2023-07-17,13,12999987.0,2023-07-17,2023-07-17,2.5428616764310292,1.705462658056423,13.479999542236328
MLKN,2023-07-18,3,399208.8,2023-07-17,2023-07-18,2.6510856158964304,2.3434526498827917,13.300000190734863
SLGD,2023-07-18,6,1394052.66,2023-07-18,2023-07-18,2.6510856158964304,2.3434526498827917,13.300000190734863
RMCF,2023-07-18,7,507048.0,2023-07-18,2023-07-18,2.6510856158964304,2.3434526498827917,13.300000190734863
SGMT,2023-07-18,7,3630000.0,2023-07-18,2023-07-18,2.6510856158964304,2.3434526498827917,13.300000190734863
STCN,2023-07-18,8,688000.0,2023-07-18,2023-07-18,2.6510856158964304,2.3434526498827917,13.300000190734863
HPK,2023-07-19,8,92967525.0,2023-07-19,2023-07-19,2.058226815107406,2.7238112594789294,13.760000228881836
JANX,2023-07-19,5,30838998.4,2023-07-19,2023-07-19,2.058226815107406,2.7238112594789294,13.760000228881836
TSBX,2023-07-20,3,14999976.0,2023-07-20,2023-07-20,0.5827995829796434,2.8476572572149013,13.989999771118164
TGAN,2023-07-21,9,51558843.6,2023-07-21,2023-07-21,0.645484785192374,3.1079756220706254,13.600000381469727
ABOS,2023-07-21,5,199999987.5,2023-07-21,2023-07-21,0.645484785192374,3.1079756220706254,13.600000381469727
SYM,2023-07-23,8,4000000012.8,2023-07-23,2023-07-23,0.29723724869863655,2.8476572572149013,13.600000381469727
SDPI,2023-07-24,6,1093836.9,2023-07-24,2023-07-24,0.7452901810790372,3.3071035559029287,13.90999984741211
RILY,2023-07-25,3,4549985.0,2023-07-25,2023-07-25,0.2752050037627559,2.9335865399281684,13.859999656677246
YELL,2023-07-26,6,26167435.92,2023-07-26,2023-07-26,0.06808462789449903,2.1277127790701957,13.1899995803833
BTTX,2023-07-27,4,1700232.05,2023-07-27,2023-07-27,0.06853935363525493,0.6517383836820614,14.40999984741211
SHYF,2023-07-28,3,268805.16,2023-07-28,2023-07-28,1.0482629127401584,1.7005140755430845,13.329999923706055
CMRA,2023-07-31,3,728214.21,2023-07-31,2023-07-31,0.7904047875056721,1.5415857778567676,13.630000114440918
INZY,2023-08-01,4,15999993.6,2023-08-01,2023-08-01,0.22837162408861034,0.5042051179880324,13.930000305175781
ADC,2023-08-02,3,3258225.45,2023-08-02,2023-08-02,-1.1810878068686017,-1.1138073182125166,16.09000015258789
SUP,2023-08-03,3,747352.8,2023-08-03,2023-08-03,-0.8066379471968141,-0.7386514579967447,15.920000076293945
WLDN,2023-08-03,3,23259447.21,2023-08-03,2023-08-03,-0.8066379471968141,-0.7386514579967447,15.920000076293945
EXFY,2023-08-04,4,11981740.72,2023-08-04,2023-08-04,-2.2126599798582554,-1.187591561071995,17.100000381469727
WEST,2023-08-07,10,218901920.0,2023-08-03,2023-08-07,-1.5465824761511164,-0.7684019505796666,15.770000457763672
RBOT,2023-08-07,8,64000000.0,2023-08-07,2023-08-07,-1.5465824761511164,-0.7684019505796666,15.770000457763672
MACK,2023-08-07,4,10634400.0,2023-08-07,2023-08-07,-1.5465824761511164,-0.7684019505796666,15.770000457763672
ZBRA,2023-08-07,3,1508453.0,2023-08-03,2023-08-07,-1.5465824761511164,-0.7684019505796666,15.770000457763672
LOCO,2023-08-07,3,6678693.6,2023-08-07,2023-08-07,-1.5465824761511164,-0.7684019505796666,15.770000457763672
ONEW,2023-08-08,6,1585800.0,2023-08-08,2023-08-08,-1.6934113957615884,-1.4689070427799802,15.989999771118164
MODV,2023-08-08,6,93469276.62,2023-08-08,2023-08-08,-1.6934113957615884,-1.4689070427799802,15.989999771118164
BLFS,2023-08-09,4,3086952.0,2023-08-09,2023-08-09,-0.9730459955962836,-2.1426412748556745,15.960000038146973
IOBT,2023-08-09,5,29012338.45,2023-08-09,2023-08-09,-0.9730459955962836,-2.1426412748556745,15.960000038146973
EMBC,2023-08-10,3,311076.5,2023-08-10,2023-08-10,-0.6527979397673087,-1.4541701710634407,15.850000381469727
BVS,2023-08-10,3,2899682.85,2023-08-10,2023-08-10,-0.6527979397673087,-1.4541701710634407,15.850000381469727
TSVT,2023-08-10,5,17821574.4,2023-08-10,2023-08-10,-0.6527979397673087,-1.4541701710634407,15.850000381469727
MRTX,2023-08-11,8,490292281.4,2023-08-11,2023-08-11,-0.2596184117072531,-2.4665339188693185,14.84000015258789
TNGX,2023-08-11,5,12231250.0,2023-08-11,2023-08-11,-0.2596184117072531,-2.4665339188693185,14.84000015258789
XPOF,2023-08-11,6,991962.9,2023-08-11,2023-08-11,-0.2596184117072531,-2.4665339188693185,14.84000015258789
ALTG,2023-08-14,3,386440.0,2023-08-14,2023-08-14,-0.5768541344461021,-2.114515085640922,14.819999694824219
GLT,2023-08-15,6,2940000.0,2023-08-15,2023-08-15,-1.3058507314514438,-2.977148702114998,16.459999084472656
HTLD,2023-08-15,5,7005098.8,2023-08-08,2023-08-15,-1.3058507314514438,-2.977148702114998,16.459999084472656
BRN,2023-08-15,3,465846.87,2023-08-15,2023-08-15,-1.3058507314514438,-2.977148702114998,16.459999084472656
NLTX,2023-08-15,6,8354612.82,2023-08-15,2023-08-15,-1.3058507314514438,-2.977148702114998,16.459999084472656
TSHA,2023-08-16,4,16020000.0,2023-08-16,2023-08-16,-1.3707351521766729,-2.3304432642644706,16.780000686645508
HQI,2023-08-16,3,527500.0,2023-08-15,2023-08-16,-1.3707351521766729,-2.3304432642644706,16.780000686645508
HHH,2023-08-16,3,3672112.8,2023-08-16,2023-08-16,-1.3707351521766729,-2.3304432642644706,16.780000686645508
SKIN,2023-08-16,3,688617.4,2023-08-16,2023-08-16,-1.3707351521766729,-2.3304432642644706,16.780000686645508
HHC,2023-08-16,3,3672112.8,2023-08-16,2023-08-16,-1.3707351521766729,-2.3304432642644706,16.780000686645508
SSKN,2023-08-16,5,5095904.0,2023-08-16,2023-08-16,-1.3707351521766729,-2.3304432642644706,16.780000686645508
FNKO,2023-08-16,3,7912211.94,2023-08-16,2023-08-16,-1.3707351521766729,-2.3304432642644706,16.780000686645508
FWRD,2023-08-17,4,1481391.0,2023-08-17,2023-08-17,-2.1573737591173665,-2.7960884074320767,17.889999389648438
HASI,2023-08-18,3,421550.0,2023-08-18,2023-08-18,-2.053171932128118,-2.307459931475561,17.299999237060547
ANTX,2023-08-18,5,80000010.0,2023-08-18,2023-08-18,-2.053171932128118,-2.307459931475561,17.299999237060547
MRCY,2023-08-18,4,4329922.15,2023-08-18,2023-08-18,-2.053171932128118,-2.307459931475561,17.299999237060547
BYTS,2023-08-21,4,21140000.0,2023-08-21,2023-08-21,-1.9571068071103679,-2.5226712900241277,17.1299991607666
FYBR,2023-08-22,42,151485373.82,2023-08-22,2023-08-22,-1.0702369959285052,-2.3621120297403526,16.969999313354492
RRGB,2023-08-22,3,4701905.44,2023-08-22,2023-08-22,-1.0702369959285052,-2.3621120297403526,16.969999313354492
PIII,2023-08-24,4,1058400.0,2023-08-24,2023-08-24,0.13753055349403356,-2.022810253695182,17.200000762939453
SOWG,2023-08-25,4,1450000.0,2023-08-25,2023-08-25,0.7949496837327312,-1.2745439321763286,15.680000305175781
CCIF,2023-08-28,5,145917776.5,2023-08-28,2023-08-28,0.7784410036605275,-1.1939007253218188,15.079999923706055
RM,2023-08-28,8,621128.64,2023-08-28,2023-08-28,0.7784410036605275,-1.1939007253218188,15.079999923706055
INBX,2023-08-28,6,59399894.7,2023-08-28,2023-08-28,0.7784410036605275,-1.1939007253218188,15.079999923706055
NH,2023-08-28,4,63994528.64,2023-08-28,2023-08-28,0.7784410036605275,-1.1939007253218188,15.079999923706055
SPRY,2023-08-29,9,128650000.0,2023-08-29,2023-08-29,2.5128365474338588,1.4157062451275038,14.449999809265137
DCOM,2023-08-30,8,39664055.76,2023-08-30,2023-08-30,1.8012554230397093,2.5862270936543315,13.880000114440918
TRSSF,2023-09-05,4,876000.0,2023-09-05,2023-09-05,1.463555127423913,2.253389044307484,14.010000228881836
STAA,2023-09-05,4,23703361.32,2023-08-07,2023-09-05,1.463555127423913,2.253389044307484,14.010000228881836
PVBC,2023-09-06,5,252606.75,2023-09-06,2023-09-06,-0.6545557221764754,1.8418329098472135,14.449999809265137
RMAX,2023-09-06,3,988898.97,2023-09-06,2023-09-06,-0.6545557221764754,1.8418329098472135,14.449999809265137
MGNX,2023-09-07,3,2177650.0,2023-08-30,2023-09-07,-1.3658523052750797,0.4108006290451492,14.399999618530273
TSNDF,2023-09-08,4,219000.0,2023-09-08,2023-09-08,-1.0725035405175098,1.9753088741114755,13.84000015258789
SWX,2023-09-08,3,23546841.09,2023-09-08,2023-09-08,-1.0725035405175098,1.9753088741114755,13.84000015258789
ASPS,2023-09-08,3,300002.4,2023-09-08,2023-09-08,-1.0725035405175098,1.9753088741114755,13.84000015258789
GATO,2023-09-11,3,395475.15,2023-09-11,2023-09-11,-0.6072834518848259,1.9274130526609694,13.800000190734863
DNTH,2023-09-11,3,815039.61,2023-09-11,2023-09-11,-0.6072834518848259,1.9274130526609694,13.800000190734863
OLMA,2023-09-12,11,155055153.1,2023-09-12,2023-09-12,-0.7234621304340365,0.729504729884939,14.229999542236328
SFBC,2023-09-14,6,555000.0,2023-09-14,2023-09-14,1.2386316009054021,-0.14413858264450968,12.819999694824219
AMAM,2023-09-15,4,78500052.68,2023-09-15,2023-09-15,-0.1315466981204332,-1.2026393956431676,13.789999961853027
SLQT,2023-09-15,3,647505.0,2023-09-15,2023-09-15,-0.1315466981204332,-1.2026393956431676,13.789999961853027
BKSC,2023-09-18,3,473000.0,2023-08-30,2023-09-18,-0.7258639577703235,-1.328739357956414,14.0
TKNO,2023-09-19,7,61699990.1,2023-09-19,2023-09-19,-0.3853049940381441,-1.1059795887536437,14.109999656677246
RYZB,2023-09-19,12,408500028.0,2023-09-19,2023-09-19,-0.3853049940381441,-1.1059795887536437,14.109999656677246
NMRA,2023-09-19,20,514689285.0,2023-09-19,2023-09-19,-0.3853049940381441,-1.1059795887536437,14.109999656677246
NUVB,2023-09-19,6,40269096.0,2023-09-19,2023-09-19,-0.3853049940381441,-1.1059795887536437,14.109999656677246
REPX,2023-09-19,3,9075000.0,2023-09-19,2023-09-19,-0.3853049940381441,-1.1059795887536437,14.109999656677246
CART,2023-09-19,8,1380720.0,2023-09-19,2023-09-19,-0.3853049940381441,-1.1059795887536437,14.109999656677246
CHPT,2023-09-20,4,32865000.0,2023-09-13,2023-09-20,-1.416038701873595,-1.3519720628646439,15.140000343322754
MEIP,2023-09-20,9,7506048.0,2023-09-20,2023-09-20,-1.416038701873595,-1.3519720628646439,15.140000343322754
HHH,2023-09-21,3,17930487.51,2023-09-21,2023-09-21,-3.874312976633313,-2.6836698405744697,17.540000915527344
MPAA,2023-09-21,3,1012500.0,2023-09-21,2023-09-21,-3.874312976633313,-2.6836698405744697,17.540000915527344
TLYS,2023-09-22,3,502713.6,2023-09-22,2023-09-22,-2.9208188211641306,-3.0485232785672425,17.200000762939453
MCFT,2023-09-26,5,30293812.65,2023-09-26,2023-09-26,-3.801586253446812,-4.172243545797757,18.940000534057617
SLNO,2023-09-26,3,45065085.51,2023-09-26,2023-09-26,-3.801586253446812,-4.172243545797757,18.940000534057617
CODA,2023-09-28,3,1104454.8,2023-09-27,2023-09-28,-0.6652852263984127,-4.513822971173748,17.34000015258789
STRUX,2023-09-29,3,1867569.81,2023-09-11,2023-09-29,-0.6830454296384134,-3.583913731336564,17.520000457763672
COTY,2023-10-02,4,102600000.0,2023-09-28,2023-10-02,-1.1382890685191482,-3.6787513432898953,17.610000610351562
MLTX,2023-10-02,6,100800739.8,2023-10-02,2023-10-02,-1.1382890685191482,-3.6787513432898953,17.610000610351562
RRGB,2023-10-03,3,842080.0,2023-09-06,2023-10-03,-1.007294127475163,-4.770587225840102,19.780000686645508
VCNX,2023-10-03,4,7000000.0,2023-10-03,2023-10-03,-1.007294127475163,-4.770587225840102,19.780000686645508
CTRN,2023-10-04,3,2329551.0,2023-10-04,2023-10-04,-0.3262406819255701,-3.187121310108575,18.579999923706055
BHVN,2023-10-05,4,20902103.69,2023-10-04,2023-10-05,-0.9381148521724461,-1.5971589390527063,18.489999771118164
RAIN,2023-10-11,3,622004.73,2023-10-11,2023-10-11,2.7457302986005145,2.4105319274249535,16.09000015258789
SRRK,2023-10-12,8,120694258.8,2023-10-12,2023-10-12,2.1578299174392868,1.199472142326722,16.690000534057617
TNGX,2023-10-13,5,87225000.0,2023-10-13,2023-10-13,0.45630381376840845,0.9403971510124688,19.31999969482422
BRN,2023-10-13,3,576026.07,2023-10-13,2023-10-13,0.45630381376840845,0.9403971510124688,19.31999969482422
