ticker,file_date,abnormal_gap,raw_gap,intraday_after_gap
SKWD,2023-11-16,-1.6664954098520979,-1.7687917518677931,-1.1251600705076914
SN,2023-12-06,1.290655589080436,1.7746608060236646,-2.98995232262792
GEHC,2024-02-16,-2.4140134627490317,-2.475771163609908,3.4421377358864413
APGE,2024-03-11,0.3311516622315769,0.08883262922780855,-2.1981289551672667
SN,2024-03-21,-0.08923700842278226,0.46987544651770907,-0.2403135665902556
GPGI,2024-05-08,-0.5660837056675971,-0.9296230601264721,0.16163535711792854
KVUE,2024-05-15,-2.5678075719051896,-2.084338360807092,0.9319733601175217
FIHL,2024-05-23,-1.7848030765969303,-1.194040091312909,-0.13673040185414598
TTWO,2024-06-12,-1.8242252181317031,-0.9526178532362595,1.7504889102379462
BIRK,2024-06-27,-1.0913502822821997,-1.1170126415196102,0.372192386657777
NNE,2024-07-15,0.8357087240680627,1.1999969482421768,-5.009847244798616
ULS,2024-09-06,-0.5209873181334701,-0.4609347111117379,-0.452464980795253
PACS,2024-09-06,1.2557310709711222,1.3157836779928545,0.0722496551095908
LQDA,2024-09-11,5.971445909499096,5.955064150137912,6.592740614942394
VIK,2024-09-12,0.6693888827949301,0.775810132442345,1.0716330932343254
MRX,2024-10-24,2.8540501327057877,3.1983618052749963,-1.2062680977930396
NNE,2024-10-24,-8.799270073268485,-8.454958400699276,1.227087826032014
MRX,2024-10-31,0.4659220814639542,-0.301314654660112,0.7111854867691503
OS,2024-11-15,-4.1003985974357064,-4.712192287143758,-5.023209597986844
SEI,2024-11-25,-0.6733529069965161,-3.388424041350646e-06,-2.156271645192942
AS,2024-12-05,-6.135213528843042,-6.135207836899703,3.828175809934775
SEI,2024-12-09,1.3037520793212742,1.2840013406689943,-3.494238995688259
ORA,2024-12-12,-4.1449374548668825,-4.289812280626604,-2.9515474455342083
CGON,2024-12-13,0.8005421140673041,1.1430547769766486,-1.1457029593393897
